,swiss_bonds,swiss_bonds_1_5,swiss_equity,sli,spi_extra,world_equity,world_small,em_equity,real_estate,world_bonds,world_bonds_1_5
2018-12-31,136.5,119.92470028732785,208.38671929653478,187.58522816865874,327.5072477106438,212.50142881496274,256.60802957288365,281.8402365061099,245.85515130907848,170.7818669097358,106.59186911786026
2019-01-31,137.27,120.07331814128604,222.892932701888,200.97115435155106,357.49850444066084,234.376011411615,289.5786988902717,313.6693025840366,257.4974498469908,172.098007064197,106.82422542931303
2019-02-28,137.32,120.15258099673038,232.43478150266466,209.6152617027763,366.28134922461004,244.55488632154498,304.2845417944476,318.4101172018087,260.4012240734444,171.84635123821604,106.76017849731004
2019-03-31,139.0,120.47954027543841,238.30116042923586,211.38622052624387,369.83571855874095,252.56902520729216,308.24578492379413,327.28675679602117,266.65759945596733,174.41720374709578,107.26808556272924
2019-04-30,138.61,120.46963241850787,248.77279414570444,225.31485277576294,392.6068749712392,264.8889727551225,321.89682784162113,338.4948550820597,269.5681740904454,174.01594150488202,107.21466347060891
2019-05-31,140.36,120.83622312493807,244.73185477887404,217.5207564624134,377.12484469191475,238.6912067742973,287.6020437549371,300.17742440368346,265.8551513090785,175.9684538523652,107.58186588075951
2019-06-30,140.89,120.94520955117407,253.90759811923124,226.9512441262733,393.0173484883346,251.99590946479154,301.45659899695676,316.1162066295614,277.72866371982315,177.84348791011726,107.96356573598365
2019-07-31,142.77,121.4009709699792,255.75338864839884,226.8706781460574,394.74483456812857,257.17464140316315,307.85730980481054,317.3741847485906,283.83543012580753,178.74092825332033,107.93357787014659
2019-08-31,145.66,121.8567323887843,255.67855643790196,224.10614231501046,388.3650085131839,252.84488585595386,298.41240027943877,303.085188340346,280.170010200612,182.28887909126485,108.49242458846122
2019-09-30,143.15,121.00465669275735,259.3292235681185,229.76137164001807,396.91868758915837,260.3015664491239,307.01458441420925,311.42549292867704,280.5848350901054,180.9268662409654,108.1710976551872
2019-10-31,141.11,120.48944813236898,261.5322160085813,233.93524446266568,401.0906078873499,264.39513240611933,312.48929669045754,321.54145545278163,289.92179530771847,180.13088084492946,108.0683246712754
2019-11-30,142.11,120.7371445556326,268.7199240230475,240.77865379965732,419.16248677005206,278.9817832115554,331.1335967202182,329.6449598910526,293.376402584155,179.52651055418775,107.85821101527793
2019-12-31,140.66,120.40027741999404,272.14121876868154,243.95760404511861,427.12254383139293,269.6720329524663,321.54655849469054,332.5944899007217,296.66780006800406,178.6473994739006,107.75811906572903
2020-01-31,143.37,120.88576240959081,272.85117081670984,243.1748189262775,427.1731627628733,268.10107832106394,312.672672542891,317.2499695532233,307.46684801088065,181.47436627811933,108.2356410750352
2020-02-29,144.43,121.0839195482017,252.21952760312217,224.1175376076193,393.38180479499334,245.93429589873543,284.48541750690504,301.167780135295,305.5491329479769,183.33919539489654,108.77790509932734
2020-03-31,137.03,117.53690676706627,239.9620963194424,205.50241256425622,348.03828631908334,215.4411747222368,227.58496018181816,257.2591621318912,286.4467868072084,180.07886536908697,108.31835595000963
2020-04-30,139.55,118.52769246012087,252.39123890766172,215.94189872486257,369.4979522341356,236.6178284116087,255.53058517159758,278.0090520456658,294.43046582794966,182.67468530637115,108.96220138738563
2020-05-31,139.73,118.83483602496779,259.6031136983223,225.03240930545485,393.4038930560029,244.720036667508,269.8798065462883,276.4027061470167,291.0642638558313,183.03215547178036,109.16417264272536
2020-06-30,139.98,119.23115030218963,263.63048575220154,232.0848444710755,398.52468823339933,236.81473123303226,260.9843385770317,279.83145478456123,291.80550833049983,183.78226817197802,109.30934568859885
2020-07-31,141.19,119.61755672248093,263.02334849763207,234.57381185152482,400.87248630987995,238.46729995616568,260.56986617740165,293.16452493642,296.9874192451547,185.53583370900066,109.50138718703887
2020-08-31,140.07,119.62746457941147,268.3540305518929,239.07253461162446,423.2837881367631,256.42343900824403,277.6136329373223,302.12731604208625,293.1995919755185,184.04323724506224,109.42602033217024
