,gold,commodities,infrastructure,convertibles,managed_futures,high_yield,high_yield_unhedged,em_debt,em_debt_unhedged
2019-11-30 04:00:00,275.94245624639564,52.96155206766703,139.14395891935655,275.7552893260529,75.98044461989915,181.37288732008437,155.0297398141903,182.38856310648904,181.63554812404556
2019-12-31 05:00:00,277.08994072206104,54.30707265852668,140.25773238268093,274.94077466145876,71.86466606822128,184.4805637066108,153.05439637527184,187.4007507675461,181.14177562535326
2020-01-31 05:00:00,289.79120017741275,49.68242295891024,142.0992782694632,283.7888974363463,73.43749036500334,183.25524436889646,152.4634016143814,189.35277075356512,183.5347820088493
2020-02-29 05:00:00,286.5488930074021,46.15180097685466,128.69680734894965,272.5575751124126,72.85462554715369,180.52947707978916,149.76633150790553,186.60385417092326,180.35321354184194
2020-03-31 05:00:00,284.5183429670194,37.963091873204476,99.08427032397698,235.6975403973962,72.46210094505379,162.2943411287197,134.09113045860332,158.53043948142192,152.60438970999414
2020-04-30 04:00:00,309.5961190527344,37.31458517249905,108.40740360012562,266.6073815489275,74.00594054055173,170.10185206362453,142.67599229880437,165.37879893964035,161.61467804365998
2020-05-31 04:00:00,313.59767727735726,39.817821246783616,113.49016282065934,281.4273901364251,72.620437382107,174.98985335970852,145.02488423451248,175.62979175788723,169.5810516073761
2020-06-30 04:00:00,318.64827555390775,41.15278365058997,111.30830658229176,296.8368760960794,71.30350315404056,173.84127184001903,142.59690009025107,180.7294046476012,172.71277790069072
2020-07-31 04:00:00,337.2372560784528,41.32348831114939,108.68874117997413,304.6606734306214,69.49765007493808,182.51178187998036,143.11040808194798,187.56860542039252,171.34933248788568
2020-08-31 04:00:00,334.33304667989756,43.00635349948911,109.7597153738458,331.03017666413973,67.92252603776006,182.33785138509154,142.3066776710016,188.79246297244944,171.66141905474456
2020-09-30 04:00:00,326.0030013815626,42.20893212697204,108.42378363754766,328.1355463167845,68.46661477411396,180.50613542563448,143.45224607475896,184.72543153484017,171.03517219493435
2020-10-31 04:00:00,323.67054236587825,40.803269362804286,106.91985418485747,328.09828933357113,66.43159135504575,181.10259875998062,143.74702133380202,183.74841644774958,169.9197485638728
2020-11-30 04:00:00,301.6942050836593,44.307725262887,118.84644872868566,367.5254846502811,66.62744820337902,187.03982028689956,146.39526150705987,191.36839044355452,174.50451653604392
2020-12-31 05:00:00,314.76745195346535,45.5529827196423,119.35943302440755,383.831756837747,66.78519915247288,190.56556320626757,145.5227471116925,195.35383510539035,173.80062211971418
2021-01-31 05:00:00,307.7702033702877,47.55821309466543,117.61414201975435,396.23267877992873,67.21375131966208,189.70624305535046,146.4719084929041,191.73944861554634,172.4771813007762
2021-02-28 05:00:00,294.15249542582313,53.40356387736197,120.92559224881853,415.6073991307033,69.97819860422544,189.10377666162745,148.96939482880524,185.7573590685424,170.49023779289442
2021-03-31 05:00:00,301.5435280429666,54.981352787753124,131.4648668650797,413.57128322255573,73.08081085270388,191.2646501439115,156.35650579408153,184.2686589317927,175.5074232760385
2021-04-30 04:00:00,301.4478333599419,57.22651350309634,131.32172420772307,409.1593910584842,71.80494044988546,192.34465134450528,151.8910005730806,188.5621106503605,173.4857069688511
2021-05-31 04:00:00,321.4196233671381,58.84998214587539,130.98534017572103,400.336051284206,72.3892785954861,192.27945294707368,150.4642026336972,190.24238995134974,173.44510261958823
2021-06-30 04:00:00,305.33888004056473,62.31332971754474,131.30609605292983,422.1654109542009,72.97725670069403,194.6863131433425,155.9786846665109,191.73818095960232,178.97580215995558
2021-07-31 04:00:00,307.69188407258656,62.0395932926406,130.47517015828072,410.47764996307575,71.30662206148719,194.74844779278519,153.46324837044835,192.66739283064254,176.88583618967942
