,swiss_bonds,swiss_bonds_1_5,swiss_equity,sli,spi_extra,world_equity,world_small,em_equity,real_estate,world_bonds,world_bonds_1_5,gold,commodities,infrastructure,convertibles,managed_futures,high_yield,em_debt,cash
2013-11-30,0.002649751083989127,0.0017736486486485958,0.004885656478955225,0.003958556129850521,0.014349681955138971,0.02848401735630257,0.028734014264395702,-0.004226529129424783,0.018338172062768887,-0.00160160855050695,0.0016080117309871245,-0.04916080116139532,-0.0030807692193194347,-0.004486340432204194,0.016373137782520475,0.03607875823445705,0.004732018071732069,-0.020222895809421937,0.00010416666666657193
2013-12-31,-0.009449827820934065,-0.0024449877750609694,-0.0037230100835229374,-0.0022616450412444866,0.01928305327386992,-0.017677739398307413,-0.015296936755809343,-0.05033502923550348,0.009996391194514453,-0.005607172611767908,-0.002452047362501042,-0.057825276260015435,-0.014905648239826208,-0.0032680313443830267,-0.007804027127415014,0.0029454819647023456,0.004066706353797578,0.0028632532096082297,0.00010416666666657193
2014-01-31,0.01649284501576531,0.005493576741041117,-0.0009556009186016956,-0.0024815106502297235,0.008690091191315696,-0.00045104912400573127,0.018541174642918934,-0.029868320089172062,0.01850859327544918,0.014349197945762393,0.004546465301584535,0.05198859730855632,-0.013709141421908377,0.0038891709572854705,0.02940153579120608,-0.02515321719942243,0.003983652061416931,-0.008135933868344991,0.00010416666666634988
2014-02-28,-7.953551260642122e-05,-0.0006724384298562036,0.04213390954101315,0.04015873115742341,0.03759078688656148,0.007596287296645299,0.00978238656019581,-0.009255407953418504,0.0003858972110160064,0.004597641723690815,0.0018151515347160085,0.04601716316259008,0.033750870015050616,0.02963313279621005,0.030331734036723956,-0.007332329995636155,0.02308517351825312,0.034446996811862585,0.00010416666666657193
2014-03-31,0.003022589882277993,0.0005887795441161803,0.00511492027390692,0.0008790350244238798,0.011195848061320124,0.0026471806892540695,-0.0034181926333803903,0.0316519850967536,0.017674288118950665,0.0007413234522881673,-0.000458489654061478,-0.033056994707680865,-0.002070640661199885,0.034320122746352544,-0.02100884143666637,-0.023197841116169737,-0.0008156836735028206,0.01190654138973346,0.00010416666666657193
2014-04-30,0.006502775574940722,0.0013449899125759224,0.01603476149023808,0.016207672710922605,0.011985941187044213,0.02242699706776241,-0.0050003074592424035,0.01553800190792387,0.006512749827704889,0.006666968690347774,0.002191259462989592,0.0008553059145179898,0.0069980497382484685,0.010526810455989688,0.0022366523284143014,-0.005489747333806472,0.004204525376843904,0.01058568922311176,0.00010416666666657193
2014-05-31,0.006303183107469135,0.002686366689052866,0.026913615800904456,0.021463206507232657,0.015343509430967295,0.03294393936813478,0.02397301964198273,0.04798154926090725,-0.0008901366017323165,0.009518851607598577,0.0036137845846171412,-0.016749622533493325,-0.0003989687509863282,0.04155276126671992,0.03510092354012917,0.024890015221157746,0.012064765810714917,0.034673993055734265,0.00010416666666634988
2014-06-30,0.002818665831506584,0.0004186202277294271,-0.011957246970375146,-0.013548734287445963,-0.002397019358536756,0.031873818573266544,0.05346335076719466,0.04087899502297465,0.005242778329849651,0.0030783725951344376,0.0009331604376603408,0.05756879318366814,0.015730552822622812,0.030430373254511034,0.017541884062178825,0.02255337300540461,0.006118937591462537,0.00043421973031554373,0.00010416666666657193
2014-07-31,0.00390381011867591,-0.00016737802326538542,-0.014897713484221975,-0.020265019478700075,-0.0040668151613855175,0.02138563940718652,-0.003993952680142243,0.05865492345697976,0.017077992909735773,0.0019086192959127946,-0.0003934101062482709,-0.01717283541197623,-0.028480547060517614,-0.006592082087940154,0.004562591778962677,0.024571516001881344,-0.024318236988160713,-0.0025155615511402996,0.00010416666666657193
2014-08-31,0.009488256338466394,0.0012555453251863469,0.02839961631225152,0.025296677471426943,0.02079548051383684,0.07013792041471012,0.07912765985274617,0.07097023689700577,-0.0024131112377252517,0.012047311683578421,0.0030048225433998432,0.014866771696521619,-0.0005637055675710156,0.03677130512628923,0.043725635091679926,0.04491763472303423,0.02380224812142795,0.012699088143016235,0.00010416666666657193
