,swiss_bonds,swiss_bonds_1_5,swiss_equity,sli,spi_extra,world_equity,world_small,em_equity,real_estate,world_bonds,world_bonds_1_5,gold,commodities,infrastructure,convertibles,managed_futures,high_yield,high_yield_unhedged,em_debt,em_debt_unhedged,cash
2022-01-31,137.38,119.15188744674528,328.85470679764774,309.7789060939586,521.7228843587502,351.7042140507113,388.5843483693853,369.4469972257777,352.1523291397484,177.8973858507998,107.07951947920412,313.3161707282225,73.3810161823605,139.62658120048087,383.576168686791,74.68826473174728,190.7470484696345,155.2414736547974,182.82079805948243,173.42269314894813,98.53760453030485
2022-02-28,134.58,117.83414247498266,321.6205731341764,301.63455170456336,500.81818600156464,337.75187138942573,383.6198515138994,353.08905031913474,340.0204012240734,175.43958030941778,106.39297608715944,330.8778442530093,77.74654491880591,141.65283761305724,377.3535821355416,74.55838527764772,188.9692160519865,153.1584984675888,172.5772445853058,163.03459552084158,98.47601852747341
2022-03-31,130.9,116.61547607252552,329.4010031332013,308.17947585858906,506.7544061478993,367.1917365714404,409.7127018566735,365.2460699421124,338.10948656919413,171.38554366079967,104.7251741182872,333.7768114312247,84.54729861275551,149.0087546356704,381.7453252367808,80.08679219704456,186.3991471036381,150.59535424017196,170.55886714965538,160.61553146540817,98.41447101589374
2022-04-30,128.29,116.03091251362328,330.7685458808366,304.35090983632404,488.95034742993874,349.7440116396608,392.35067552989625,358.33398471474646,334.3012580754845,166.34103327504295,103.76854133857094,345.17105705044355,94.3181708715094,151.13455573370055,372.0835653854734,89.28370650049044,178.4323836049246,152.38079079458396,159.01924722151674,158.29353501187128,98.3529619715088
2022-05-31,127.53000000000002,115.7931239472902,316.26636027151585,295.0791783615588,470.37227923243296,344.4387393622549,385.241029371209,354.1335739695557,319.5103706222373,165.8753709198813,103.9085509108566,328.2856692377197,97.0063225273243,155.4921429865058,354.7166963294295,88.4638261402123,181.1734172789268,152.2545379822364,160.15972796437163,156.88784170338695,98.29149137027662
2022-06-30,125.12999999999998,114.76270682651342,293.2731566473473,268.3470938850169,433.6395011734389,313.0022445048496,345.0697928977984,329.1709467777856,300.3196191771506,163.07604662568178,103.05796793482902,321.7790392794144,89.35159720238987,143.57976887907623,332.41573396908325,85.24186125019082,168.15561599337013,140.92266843308786,150.08643331819977,146.61049745939425,98.23005918817019
2022-07-31,129.33,115.80303180422074,306.2479596033257,282.65826736888584,464.9100363535962,345.80091353304806,385.3230543781021,336.41330301249985,310.14620877252634,166.894775169298,103.95502217314714,312.67302331193474,87.35662957382317,148.24774309308938,349.59252490114653,81.22894898863576,179.1573426127396,149.98969448703212,155.25939611385314,151.51578582669651,98.209594592506
2022-08-31,125.66,113.98989398593082,296.8634068370778,270.7477792845354,439.68156090377806,340.4368053934812,382.9671744378673,347.1422185294325,307.133628017681,161.99481826783511,102.43130097688947,310.5187986823232,88.05053920470553,148.36829747550578,358.23380833048526,87.86514646415237,171.04579490372723,146.8605782733769,150.7156630363686,150.83704905055214,98.18913426029921
2022-09-30,123.12,112.9693847220846,279.1131217115165,251.163581317607,399.36772352859975,319.1180886751722,355.19090793337847,316.8662982006373,293.6688201292077,156.34445143488406,100.85127805901055,301.86317550316875,81.93903221269193,131.263095037028,334.4293396441524,91.07121036898354,164.2738848154731,141.5140523787541,140.47636243395857,141.06559787319287,98.16867819066165
2022-10-31,123.95,113.66293470722282,292.6104782053837,266.4481587772136,415.6044360590861,348.6497758713669,391.1509418109673,313.1181380175449,290.4182250935056,155.36210201968663,100.69567876839238,303.00868991988835,87.98234277314924,141.33915510223963,351.9799765549272,93.2871725904657,169.44362212669034,149.49992637925234,139.93978520413432,143.9382883121256,98.20958180657443
2022-11-30,125.78,114.31685326463884,301.0145806216373,277.6780829838006,435.0899636464038,340.19454219652283,378.81039132196094,328.00397417456486,294.9540972458348,158.65899149423123,101.32731060478176,314.8499686123783,85.50610259659283,147.1624269767218,345.4543469623444,84.77203858876112,174.88711268531503,148.0963745479474,153.73497577120793,151.74804937753896,98.2505024656605
2022-12-31,122.48000000000002,113.39542257009808,291.16428744048403,267.8721078137647,428.583130090654,306.4632327966411,344.1666089854563,304.404484086855,299.30635838150283,156.15511510281726,100.77372665762395,313.9198748459764,80.5803193209638,137.8909653170761,325.6752020996799,82.44846479833818,171.32254844875516,140.93429086458212,151.2139893761467,144.99495732193412,98.29144017502121
2023-01-31,125.29,114.45556326166648,307.17880446534184,288.17970712836524,461.11085545994206,327.51213136206246,375.2829851403516,327.84979399487986,298.22509350561035,159.1798397923344,101.51667106885888,332.3153826639804,81.3768920810557,145.3087509534152,345.592959292895,82.28278863031295,177.1230770860415,146.24141645959867,156.7236214328143,150.82923974734112,98.37334970850038
2023-02-28,123.51999999999998,113.66293470722282,303.2184210191596,288.3136123287815,467.88090745938985,330.87761148304844,380.52490895215374,317.4066402679045,303.66541992519547,156.0963623843894,100.45230042678092,317.9855301265768,78.61198126505815,141.6319652341286,343.82739448179933,85.99855892407282,173.28586488987966,145.08487050053768,152.0640565932063,148.4061017976721,98.45532749992412
