,WF_max_sharpe,WF_min_variance,WF_min_cvar,P0_AP5_benchmark_OOS,IS_max_sharpe_lookahead,IS_min_variance_lookahead,IS_min_cvar_lookahead
2022-05-16,98.47739401059899,94.9243895979692,94.83340430181795,94.3221972883209,99.2683617288549,95.57240223670608,95.93327305554101
2022-05-17,98.75278077171646,95.00951530987747,95.03661854834401,94.5906332175178,99.55871846734328,95.88303137518768,96.28993722112445
2022-05-18,98.00239404058779,94.55416131345622,94.49359537339703,94.00596115796841,98.78671141282118,95.26189055684691,95.627293019377
2022-05-19,96.08702454040193,92.92189978383684,92.78773939927648,92.23073478943593,96.83708355682863,93.48523423618514,93.82095793490454
2022-05-20,96.52946082370723,93.19450845124005,93.14927159260128,92.63087916438073,97.2834976284881,93.8663069770936,94.24832088684964
2022-05-23,96.75307367350946,93.63620050093725,93.52731968481143,92.99695467763883,97.50333813025374,94.22547379901225,94.56873204943044
2022-05-24,96.2897133196175,93.21931685025712,93.18636333724972,92.68368068900861,97.03036805014354,93.88916137338774,94.25804512290222
2022-05-25,96.42430931153038,93.39712095616692,93.34740323767943,92.84643866716844,97.1630720384172,94.04129687463147,94.40108034606271
2022-05-26,96.5372493030027,93.40654743807906,93.35683613774705,92.84637644390062,97.2705730137973,94.0541751413815,94.42164072574388
2022-05-27,97.4950345419094,94.31333710871326,94.33246628418028,93.8831135399407,98.22397756686895,95.06218559021356,95.44221833442825
2022-05-30,98.44599279728163,94.85467209243575,94.99048795275151,94.58422834151538,99.23271224451912,95.85998785180301,96.31409041864946
2022-05-31,97.73488822004033,94.17900243758426,94.31657945994296,93.89138168838315,98.51719522491045,95.1719242732738,95.63546015621336
2022-06-01,97.71572758237343,93.89930294644292,94.03367380095061,93.58776218028245,98.5212288585523,94.93210007842374,95.41432636252621
2022-06-02,97.56097390018589,93.41489827205724,93.64421934725732,93.22148440163363,98.37628747923814,94.5879550504432,95.11926470460931
2022-06-03,97.71204553740435,93.39605803473404,93.66965436871904,93.25606892001562,98.55099759833263,94.67887990170355,95.23993987398558
2022-06-06,97.79248224068304,93.39594829729062,93.66954455655929,93.25600670582146,98.63394071934978,94.68373638276061,95.24475743652656
2022-06-07,98.1025318321686,93.71927225800898,93.93393999267347,93.510542012108,98.94675749337159,94.94118096447079,95.47139502980093
2022-06-08,98.18103136662353,93.42267799665642,93.69379052757314,93.28467617941814,99.06490346495588,94.81223690207767,95.37951693497416
2022-06-09,97.711648352736,92.98777803273653,93.23384059967788,92.80270400378015,98.61072288100836,94.38024674977082,94.94694161073365
2022-06-10,96.49075040681291,91.80398834977737,92.00031495332234,91.53931514067484,97.38280344269657,93.12549154576963,93.66375308121049
2022-06-13,94.81960038029621,90.02226299434585,90.19067741575972,89.64728528061714,95.75125737517828,91.37027452033037,91.94530783400079
2022-06-14,94.04151061744399,89.15778184689265,89.3343031518065,88.76573485865926,94.98051433271884,90.52239006282757,91.12003994357762
2022-06-15,94.5441791083083,89.68252996548904,89.87534958322077,89.34292676656428,95.49269177043519,91.11177236927531,91.69588174522585
2022-06-16,91.94932365707155,87.17600438734753,87.49956619696019,86.96685403711368,92.89763682149115,88.780093859689,89.44136216125304
2022-06-17,91.80157363910067,86.9410238942919,87.38090294749556,86.9119523559988,92.70665419668775,88.60678530041703,89.29864386101633
2022-06-20,92.07411741688124,87.23606462051714,87.65699271280842,87.18000512923284,92.99445629409414,88.90994838231137,89.60093368210529
2022-06-21,92.57866648429385,87.71594766665025,88.05035849192238,87.5264013109129,93.500769493809,89.25935061446128,89.92697457163389
2022-06-22,92.5633745783288,88.06598661392705,88.36821049439125,87.84651102744674,93.45863823781654,89.51354481954688,90.15275674620841
2022-06-23,92.25692566204295,88.20126169022808,88.43726693235331,87.92913470917834,93.09032978259982,89.4437542734936,90.01202874974823
2022-06-24,93.45029056063264,89.33217845243047,89.56391320222684,89.06813890735732,94.29614338012938,90.58833873172786,91.15333375253041
2022-06-27,93.91229281190859,89.50678729204697,89.80613260552389,89.3289836102212,94.79897597346805,90.9403188373668,91.55286642810026
2022-06-28,93.63652213309976,89.03151150287837,89.3907440572076,88.9185251415767,94.54379364207054,90.58659623010317,91.24163718350859
2022-06-29,93.20468933726612,89.05337378531686,89.24508951538228,88.71352446281361,94.07895622254111,90.31616068192628,90.877733501266
2022-06-30,92.6969032858899,89.16943920279692,89.2403695796143,88.69703287744137,93.4981900346724,90.12655883691345,90.59181448821879
2022-07-01,92.99355657192741,90.02153829695189,89.8801662994102,89.28386130402507,93.7513281670614,90.60855240502183,90.95087546633872
2022-07-04,93.4001827331126,90.08340799280421,90.07210649035335,89.51925561745352,94.19242738851116,90.91596813297186,91.33182084849403
2022-07-05,92.84208467546306,90.03684875203251,89.8508684640385,89.23128533302767,93.60301195551754,90.57049067075256,90.89989789387583
2022-07-06,93.424694083867,90.93574167743299,90.65714693447127,90.02842393054664,94.16599045539039,91.30810186297154,91.58015764625665
2022-07-07,94.23135193007626,91.4379740329407,91.19984724771969,90.5833872976032,95.0098660192237,91.94171987773846,92.24650395917766
2022-07-08,94.44511764138626,91.32113362165634,91.18682363069449,90.61920695248654,95.24853326954606,92.02729244864332,92.37539147349771
2022-07-11,94.41937441383827,91.43793132317661,91.24262494671785,90.64933247718798,95.21159891124171,92.03442219969297,92.35442910363462
2022-07-12,94.41691463276042,91.82821604298181,91.58316658741047,91.00442944474455,95.16539867679346,92.27685070622618,92.54276502074768
2022-07-13,93.79251779826315,91.1667649475843,90.91218195517446,90.32345024298701,94.53581172223251,91.59502796225674,91.85547597224671
2022-07-14,93.21584993134273,90.60228448888459,90.30649336562604,89.67781951098182,93.97792757877109,91.01222569390784,91.27142534913183
2022-07-15,93.98680077502085,91.45675907648881,91.23865371471787,90.68138553077651,94.71874619204841,91.91506388695825,92.18135646717457
2022-07-18,94.37733314353342,91.54924874978403,91.3794164978753,90.82663939689648,95.14649099635996,92.14642083365116,92.45374055846759
2022-07-19,94.19703274129468,91.42975409556583,91.28184809663819,90.72949502679657,94.94943352086614,92.00785686924605,92.32476121057668
2022-07-20,94.79127271475193,91.73015170728263,91.62558749722606,91.09197990423658,95.58232548035961,92.4563347866568,92.80515485349076
2022-07-21,95.10706994232451,92.50206199449701,92.3020420870775,91.7555389877362,95.85389552314882,93.00556598512394,93.29036847981861
2022-07-22,95.10674528499926,92.93033756139212,92.65400643456454,92.11132168432631,95.82339639166157,93.28797300942747,93.50637147556336
2022-07-25,95.00162472402805,92.91113629889828,92.60558714675426,92.04926357279116,95.70663195583116,93.19999302487942,93.40384217968717
2022-07-26,94.85080416771291,92.98223489307024,92.59171437087048,92.00851834577999,95.53859557256197,93.12330092740004,93.27832914181312
2022-07-27,94.96514984031728,93.25296961425386,92.73614204087023,92.09102221932996,95.66769944078746,93.25203856944904,93.36535420213183
2022-07-28,95.45151839258219,94.02839815575234,93.45227650654813,92.82188357928379,96.11294010342401,93.87031541823477,93.92538586179708
2022-07-29,95.85783604357992,94.33221366549733,93.82420179568103,93.23959471440838,96.53311911840561,94.29306211597,94.3639236912455
2022-08-01,95.77217165896649,94.33195531081711,93.82399512932885,93.23957398440693,96.4454891769351,94.29289193036381,94.36359826789757
2022-08-02,95.75327491003009,94.22381993409724,93.78521873847608,93.22451893433103,96.42874639662587,94.13733183210718,94.19761618390056
2022-08-03,96.49427521757022,94.56894351062739,94.02313189999425,93.41865062791008,97.16614584000763,94.54093774740572,94.62597436539075
2022-08-04,96.51855653308229,94.96844988297406,94.47033786718333,93.84280057665441,97.19278451626097,94.80462611828591,94.82118827001922
2022-08-05,96.33125368473824,94.24802766336335,93.77964493769645,93.29724376646861,96.99788167125618,94.37937159230081,94.54029988788591
2022-08-08,96.63712189521202,94.76155709808506,94.20107506058291,93.57228532282679,97.31313921188953,94.69254402781402,94.74701581460003
2022-08-09,96.16031238806147,94.23381827313241,93.67806469202374,93.07481967081497,96.83394634802652,94.2088099298196,94.27336770252101
2022-08-10,96.09355582076957,94.47565797285216,93.88510824911528,93.22207919638144,96.77102493867523,94.35147102861872,94.3475870158608
2022-08-11,96.55851037921641,94.790382862581,94.20716360017646,93.59270223234967,97.23422346063121,94.75539954179808,94.79396543938078
2022-08-12,96.53188277893005,94.636251220027,94.05210822506713,93.46598408215296,97.20587811975282,94.64644703039323,94.68853910017118
2022-08-15,96.75491093771662,95.05064856254126,94.4625691961604,93.84792601983439,97.43676125818115,94.98083973403094,94.97058840294802
2022-08-16,96.84267258247662,95.00089872625827,94.37774927213954,93.75413050780394,97.52343810296932,94.962406113855,94.96662405611535
2022-08-17,96.58100053807676,94.68607032226748,94.07208334688264,93.47629773553928,97.25933130941988,94.70177487139286,94.73707308358547
2022-08-18,96.76718729663796,94.80053913329222,94.1763259765021,93.57880746123809,97.44688354824365,94.81987361302754,94.85022809131381
2022-08-19,96.80973923930381,94.56868355200572,93.92120009888963,93.33359376118658,97.4851206198184,94.67560559458003,94.7731691008359
2022-08-22,96.03998212483891,93.72134609301848,93.06717604963242,92.50089480334016,96.71148988593343,93.89517216523195,94.02008272470242
2022-08-23,95.77300089892685,93.23269254930905,92.58482157262307,92.05671673483505,96.44193402476947,93.48698518690775,93.64951826671182
2022-08-24,95.9861480722902,93.23031590935396,92.55109596784928,92.01470781232965,96.64926779854792,93.52466735416972,93.71696338784318
2022-08-25,96.14762411729401,93.56502907095826,92.88828491266182,92.32843341930506,96.81317500661926,93.79183596136552,93.94472947848345
2022-08-26,95.8391127785224,93.28224287319648,92.60968639999612,92.05042159099426,96.50682666876874,93.52518296650194,93.70604696869721
2022-08-29,94.83123796953163,92.08175803006634,91.39652236212622,90.83682778187804,95.49179552688473,92.37649789213019,92.59054304380221
2022-08-30,95.01960578413087,92.57578579200491,91.88411525386775,91.25749428256667,95.68942719013579,92.71475430390025,92.84656533316333
2022-08-31,94.85887757391329,92.46586017999469,91.76852031184342,91.12334528743986,95.5299999445587,92.58150083388318,92.70896763806222
2022-09-01,93.96086357199229,91.3360526449213,90.59719773610502,89.93507306043908,94.63354560442913,91.50288294897148,91.6613600367621
2022-09-02,94.8758025614851,92.18949553520795,91.43231926181869,90.76029136287154,95.5444392941248,92.35668848079716,92.52136308649119
2022-09-05,94.3483353223354,91.50182375281551,90.755609342389,90.12690830787076,95.01189214873216,91.75584160942007,91.95860601173939
2022-09-06,94.51484494338048,91.60300347406688,90.85129349913514,90.22630794973708,95.18042414366849,91.85630312446204,92.04583559441598
2022-09-07,94.2878758731122,91.41452666916491,90.66670686584342,90.04434681255844,94.95435650851196,91.66881717141169,91.85621150605772
2022-09-08,94.43437751535438,91.58184641103227,90.87596258843493,90.28358765192701,95.10323135918728,91.83546336216169,92.0292457522397
2022-09-09,94.70178086602121,91.71727899837788,90.9709142627392,90.36653368224708,95.36654951551233,92.01986216596045,92.24483245508586
2022-09-12,95.06063512455066,92.21149429360501,91.453838162892,90.83697965741625,95.72611211384174,92.48523505874536,92.68552579604157
2022-09-13,94.33834093286688,91.3270350072208,90.59602531100253,90.033081359177,95.00106042648959,91.70397761801419,91.96251678666543
2022-09-14,93.69372697223497,90.48241326227769,89.74212604435338,89.19028493960921,94.35313639475964,90.92809080990482,91.23704077444482
2022-09-15,93.39784860189127,90.4067861521848,89.65981072028941,89.08538958191328,94.06279306286089,90.81752968608838,91.112250260895
2022-09-16,92.65135422956158,89.8066260949142,89.02555660075726,88.38596851124916,93.31868267096134,90.1293676346936,90.37405231691936
2022-09-19,92.77527125121802,89.71336184243793,88.91963843020255,88.30769108120332,93.43962547297821,90.11911158540426,90.4084272014219
2022-09-20,92.30667009639689,88.95136477783194,88.16104394744929,87.60026410850874,92.96527512358776,89.49634322340768,89.87165143480492
2022-09-21,92.27287073940286,89.08103719638422,88.30865769566427,87.73635914757764,92.93564915527848,89.54912040744483,89.87217369318907
2022-09-22,91.74203556916238,88.24517935498308,87.46590863254995,86.91535211721802,92.39777953419707,88.80574458452455,89.19149667365512
2022-09-23,90.64769861022106,87.34288499425132,86.53147429417947,85.93204847671235,91.30932792427085,87.85230355889794,88.20470061783621
2022-09-26,90.85727635643427,87.40932822887837,86.53048552856654,85.9042801528488,91.52185274596992,87.89288655404911,88.17593953261861
2022-09-27,90.89704741634235,87.20724648641722,86.26539243697509,85.63106925411029,91.55943456870527,87.72166879211176,87.98287713139263
2022-09-28,90.504427465655,86.89569871716377,86.01684164801401,85.48714916205043,91.1583620181278,87.50190422511976,87.76660945055193
2022-09-29,90.04363408671429,86.62002711846094,85.72050206885923,85.18103184501156,90.70214892776515,87.16537871509475,87.33743958410605
2022-09-30,90.57685647606513,87.24566839215663,86.3779212576595,85.9019849087636,91.233771246031,87.77801576688273,87.8606592145365
2022-10-03,91.07469075539764,88.12961032231107,87.3271351793416,86.85758178225463,91.73895183311357,88.47596893177418,88.40240424533411
2022-10-04,92.42775048931881,89.61007556077743,88.75163242910314,88.27560910416193,93.09003672066179,89.90622728696013,89.72116822659899
2022-10-05,92.11510343851121,88.87607674414386,87.94895216384906,87.49904656161763,92.77126500080516,89.31445292393002,89.17335984798423
2022-10-06,91.96777662760879,88.3644181830096,87.45808147625043,87.15177744072182,92.62096007953066,89.01135783004779,88.89685571357452
2022-10-07,91.25942503972104,87.22111189847068,86.31774330476006,86.11501715113631,91.90273274400353,88.07983285618744,88.04552251370144
2022-10-10,90.78203109447138,86.8743036286449,85.99385352978058,85.76974504170578,91.42967376087073,87.67087263491487,87.62453589858457
2022-10-11,90.52118588332829,86.44233222788002,85.5608064396463,85.35003286746851,91.16387575139674,87.29952800518419,87.30367268590483
2022-10-12,90.32401450564012,86.3318535631548,85.43581029687253,85.20388112175844,90.96814581757403,87.15776293237913,87.14102699430991
2022-10-13,90.04156158983712,86.31193620863627,85.40882865874467,85.13750026167824,90.69001491351968,87.04520321368045,86.96545313615299
2022-10-14,91.13417479199862,87.46368284770011,86.51669353160767,86.17858111358206,91.78912377810781,88.1066891907546,87.99441971505206
2022-10-17,91.34011851056772,87.76234212817172,86.82794814653944,86.49641214180171,91.9901311732672,88.39461886002753,88.27054351381672
2022-10-18,91.92881199248151,88.38424384829406,87.46707011327021,87.16500090001429,92.57800665499344,89.04189384640084,88.92858205058317
2022-10-19,91.73857626768873,88.02897474870983,87.06186662623875,86.72231485170052,92.39229089463295,88.68114108043456,88.56327122898013
2022-10-20,91.95769309657682,88.2437781170361,87.2687114310953,86.91409447849063,92.61307541687681,88.8693671047517,88.73642313241787
2022-10-21,91.57145859394288,87.73996876455172,86.72563711757128,86.364672381122,92.22188452214303,88.42752472097011,88.32967193245214
2022-10-24,92.44603337438573,88.76706837781389,87.75944277330579,87.3716692366587,93.10127504021024,89.3514400259694,89.19167286255055
2022-10-25,93.0041771500637,89.46825105098758,88.48315126217847,88.11100954563145,93.65630408117886,90.029045747838,89.84579457170825
2022-10-26,93.07175424180795,89.76228395251971,88.79086274122385,88.43053784922039,93.72400707997576,90.29867962995559,90.08175699727924
2022-10-27,92.93086001211431,89.7326652429516,88.75179885982246,88.3664059609157,93.58891741111557,90.21518527951177,89.96237323263416
2022-10-28,92.8502718052006,89.69514616065607,88.77908643044907,88.45144421663045,93.51074075807674,90.2035220796432,89.95894071962951
2022-10-31,93.57509034551111,90.33110522312604,89.39904822550469,89.07222784874186,94.23832755129631,90.84236280346835,90.59127838241884
2022-11-01,93.53881617274689,90.25614828187088,89.28833366590739,88.93891714917632,94.20007104225355,90.76980883938921,90.51753627735893
2022-11-02,93.27949144154937,90.0396188542513,89.11067147052843,88.7892591527301,93.94066677363152,90.56688150934995,90.32577426096037
2022-11-03,92.58876777799875,89.18780699257455,88.23096520114572,87.85394338939892,93.24878344417942,89.68446296718784,89.46501013745635
2022-11-04,92.98252112441348,89.39024327078997,88.42452383990197,88.10016382308686,93.63220779643561,90.010313249685,89.83981853336049
2022-11-07,92.8430937237644,89.34395274351041,88.33759209832382,87.96563483311114,93.49616887736519,89.90039631404476,89.68006086210202
2022-11-08,93.45662989820819,89.95616727464864,88.94559403580445,88.5666567814772,94.10369260632265,90.50196172180357,90.28459696618323
2022-11-09,93.38595671913417,90.15882414419202,89.17186451221383,88.78739104841974,94.03636820268206,90.64949709305435,90.39724375669537
2022-11-10,94.28065670217512,91.51319644514511,90.6063333267898,90.27152413183921,94.92833158836592,91.94324990827357,91.63358170060275
2022-11-11,94.06580164926464,91.08780351932103,90.16554655486162,89.88825121136735,94.70262814917943,91.69243917955721,91.48146656537045
2022-11-14,93.58153351772512,90.4764944167826,89.56937915168209,89.3162733855318,94.21717371067028,91.13914673819997,90.97324880019809
2022-11-15,93.95460424556008,91.08203297447763,90.18397481821322,89.9208371733922,94.5953943821605,91.67698790941274,91.45758042365118
2022-11-16,93.34506545321732,90.66582188464358,89.78946917566232,89.54891235694757,93.9875965847652,91.26276314021482,91.02196216533952
2022-11-17,93.199965193212,90.4729041820593,89.59153410440547,89.33675259903376,93.84247410881449,91.0561216009289,90.81504843630118
2022-11-18,93.69238254659966,90.99229221971147,90.0758377843354,89.80126261616395,94.33770183442095,91.56072315204644,91.29470895975427
2022-11-21,93.87492642559272,91.29194462502277,90.37762711177373,90.10633560748283,94.52368462559583,91.84558624629389,91.55912496681376
2022-11-22,93.85024886816608,91.27403010820926,90.35114964495813,90.08042429661242,94.49750820768854,91.82726932691355,91.53005849314518
2022-11-23,93.79284149289391,91.46944015430766,90.55654463798228,90.28156888588808,94.44219382479592,91.9784118201828,91.6473920295096
2022-11-24,94.18170772595384,91.87094177986869,91.02166730575767,90.8200657463729,94.82994279494785,92.41501835674678,92.08049756732538
2022-11-25,94.221859264751,91.52920783995462,90.6801916306737,90.55145347859492,94.86063381354263,92.2580208791327,92.03193070778235
2022-11-28,93.96772396115483,91.44847785832572,90.60319342191238,90.4448154061075,94.61026235451664,92.10703458570914,91.84489116618816
2022-11-29,93.61217917008085,91.0086564963098,90.11966201453693,89.93648735995853,94.25585226106715,91.66903731758698,91.3892197494939
2022-11-30,93.70782429900811,91.03586179052267,90.12740953849585,89.9374667393341,94.34630629395576,91.72673361814516,91.47540169634921
2022-12-01,94.47141795875437,91.92315918931638,91.0715025784303,90.92570306164188,95.10937412137513,92.5967229779391,92.32655647161369
2022-12-02,94.28944226108572,91.85094714236361,91.03432631885859,90.91481341363593,94.92790803208422,92.52723351335547,92.25489938028304
2022-12-05,94.01934161824043,91.36511758445988,90.54613619142282,90.46609133614301,94.65437157138405,92.15508416478933,91.95124625159778
2022-12-06,93.49722251450108,91.1403231666413,90.3408613015589,90.2453171468002,94.1382585323496,91.84388803643105,91.57523344411345
2022-12-07,92.98556976336154,90.54476482519375,89.75735641414914,89.68336053092332,93.62212438715738,91.30617530064966,91.08148125354022
2022-12-08,92.99692550893933,90.66813416417284,89.86720651519306,89.76672856195533,93.6370354502993,91.3733969043178,91.10613230592222
2022-12-09,93.11592145987215,90.36883201571075,89.59961536230676,89.58996435352152,93.74553919828926,91.26057919852182,91.10885590394614
2022-12-12,92.94451278478701,90.30451324387758,89.50004245746328,89.4606206796819,93.57756953180439,91.1666161394445,90.9788490506454
2022-12-13,93.66378278197153,90.97638484277093,90.2189685246462,90.22639460660314,94.29393498228299,91.8622597956074,91.69469815419768
2022-12-14,93.56984503002937,91.00571732758088,90.20063728241689,90.15457596388113,94.20154286762966,91.83531806654366,91.62830391244043
2022-12-15,92.10229207407785,89.56824004754543,88.77542944737122,88.77706178323186,92.73329214464498,90.48820020429488,90.30719747084527
2022-12-16,91.67483648590715,88.89588560595803,88.08125850534844,88.08855611221577,92.30288535052021,89.86605020123766,89.7048733543648
2022-12-19,91.4634687157688,88.64331613125513,87.7768595313839,87.75383307566041,92.08998481762846,89.62804233758403,89.46981088269258
2022-12-20,91.21008989304946,88.09310402382413,87.22741306894991,87.23033787328973,91.83139270277894,89.14222008657482,89.01834353433907
2022-12-21,91.84418271710163,88.58181347978126,87.72873409720336,87.7782206639454,92.45957121279999,89.71580470951453,89.63941901034569
2022-12-22,91.50850528805047,88.03402254772725,87.18462564161902,87.30232403916217,92.12039883991355,89.33750380005677,89.34884622673425
2022-12-23,91.75031157491634,88.28826989215021,87.45337300576442,87.55384035728197,92.3606137591583,89.5320269028411,89.52616173564871
2022-12-26,91.75258885173588,88.29051092504207,87.4556019699126,87.5539233406528,92.36291931281455,89.53258863263895,89.5285077385015
2022-12-27,91.89347132614878,88.17911374214603,87.30572441814995,87.39716271346792,92.49758166232229,89.4700165472373,89.49513744359234
2022-12-28,91.56876931494772,88.13690488909494,87.26159046168517,87.31090935119889,92.18178430042578,89.33089437380703,89.3001428692945
2022-12-29,91.6053270696272,88.13260614995436,87.23095036348101,87.26549451418649,92.21582918246466,89.34133573842999,89.31862508527078
2022-12-30,91.51519970709761,87.98413521339661,87.10412613069819,87.14832831264425,92.12608748204867,89.1895574985795,89.17494233894499
2023-01-02,91.51577420395691,87.98470056686921,87.10468843954516,87.1484113075412,92.12667003327687,89.18974824257376,89.17553466047632
2023-01-03,92.76038455561772,89.31426375989523,88.42120792765458,88.42567970385774,93.37160980121634,90.41806620977553,90.34187197211975
2023-01-04,93.0358572253705,89.72402664384884,88.82084251118779,88.78003734459612,93.64560487598564,90.73467836908297,90.60749463787943
2023-01-05,92.80215500613397,89.43720391922484,88.52693363028784,88.48159134927822,93.41102707573212,90.48503276114968,90.40433635664361
2023-01-06,93.2168501006784,89.91384228839301,89.03653585581766,89.00495331854964,93.8237791260926,90.94154123105115,90.85810381191958
2023-01-09,93.57773894229223,90.36492543016067,89.53649654808058,89.5593119233544,94.18545014906333,91.42140886082277,91.34146139704757
2023-01-10,93.46341217581383,90.04155702333148,89.18129569446633,89.199239583718,94.06955828462276,91.15112235799879,91.10133380256786
2023-01-11,94.08395532143587,90.96591624175595,90.11079394780141,90.07293824512018,94.69496921911029,91.92070777015013,91.79326383470166
2023-01-12,94.59274006227233,91.54303439991894,90.65460674414825,90.55958343088642,95.20756239078769,92.397764446338,92.20732391958101
2023-01-13,94.7622558808933,91.73127811482539,90.883746636071,90.81573773910713,95.37990747135329,92.5752599128125,92.37384527750346
2023-01-16,95.08483076655719,91.9031243158174,91.04423285999863,90.9836790130901,95.69638469260622,92.79187633922477,92.62318192427973
2023-01-17,95.00064746642815,92.01392871615569,91.13372051234055,91.02041259641906,95.61874187037472,92.81260574720747,92.59385226811142
2023-01-18,94.60111189408636,91.88328859667982,91.0449813509074,90.95696459113535,95.22150229929318,92.67685339572841,92.45086467145369
2023-01-19,94.05587111786843,91.15404737268744,90.31369884282002,90.23195458314966,94.67390397317936,91.98949318219243,91.79433089914225
2023-01-20,94.58352157027046,91.51501954530154,90.62679275405024,90.51204901473201,95.20084564276505,92.34626998824442,92.15013331820906
2023-01-23,95.11867732802347,91.85708039790705,90.96258746248208,90.85634470971877,95.73143799173823,92.73434592767299,92.58209728819565
2023-01-24,95.40823275743749,92.1260022410229,91.23298382822445,91.11876631729798,96.02141592333373,92.98527079456468,92.83006543864178
2023-01-25,95.08570453368685,91.83337928948731,90.95859525357616,90.87315616740952,95.69863386930311,92.7297234057005,92.58841586658481
2023-01-26,95.21726464723115,91.98785567550514,91.09903507004853,90.99905449246555,95.83341216438862,92.86182102199596,92.70185487997225
2023-01-27,95.38167034338798,92.05292911798426,91.16086606113839,91.06743641309305,95.99659286201117,92.95624809857088,92.82067183589422
2023-01-30,95.39940398489823,92.01740113134238,91.11298098774824,91.02957698881752,96.01099123680487,92.96380233840698,92.84781988455202
2023-01-31,95.087484103944,91.65956908630419,90.73257223931262,90.65456212517392,95.70060310313453,92.65359489497858,92.55601982407433
2023-02-01,94.99576468751053,91.65411109012744,90.74948139625039,90.7467534467546,95.62844701258851,92.66291604861091,92.52272393803258
2023-02-02,95.57756142755585,92.52292865713535,91.65500198808118,91.83553258715513,96.24083298932467,93.57270065198568,93.3849204273851
2023-02-03,95.89124781865944,92.70917538266843,91.79383164622037,91.81093533389529,96.52545173632328,93.73604811909566,93.57643419352704
2023-02-06,95.62508884904746,92.29549050665632,91.36767732691303,91.32234529658555,96.22424508881119,93.29012353191793,93.23179891845723
2023-02-07,95.48790096624266,92.04388221442508,91.10547285256497,91.00234799789658,96.08271238616469,93.02843107537946,92.96789656856402
2023-02-08,95.54450756121211,92.18300794208878,91.24043463250415,91.1265597533187,96.13743830550005,93.16586241223888,93.10637964594231
2023-02-09,95.43378080475141,92.16387182669526,91.23472350471975,91.16251471402057,96.03746537506602,93.15566510665046,93.06752238697626
2023-02-10,94.7029686263024,91.32685495340473,90.37390558753691,90.15582222097315,95.28043608275442,92.27463637656243,92.23755430214699
2023-02-13,95.27856013282351,91.88761042857618,90.92277354062361,90.71439251683108,95.84594284249516,92.85266283465691,92.82994133697933
2023-02-14,95.33271824461738,91.89670429053483,90.94481969800077,90.77956626303913,95.9056393902424,92.86084112501237,92.83932908166727
2023-02-15,95.42756968151188,91.92588380879837,90.95345397419395,90.72057230294507,95.98950371880382,92.8846202342513,92.87159251049286
2023-02-16,95.27880522988846,91.80049546478682,90.82659128828725,90.57092499472634,95.8409591505288,92.75294752145713,92.72938040835311
2023-02-17,95.22979138628575,91.84603806332845,90.88132686709145,90.65012388519598,95.80447167502452,92.80159853840792,92.75522059937877
2023-02-20,95.2056235195581,91.79872714621229,90.82746043496181,90.58257415114784,95.77375575608403,92.75707402697864,92.71787318684696
2023-02-21,95.12661137095377,91.6680259940228,90.68500763828958,90.36189820036142,95.68883175644032,92.59932129464895,92.57319051589221
2023-02-22,94.9101014754072,91.51942013196225,90.54950075967719,90.25089491399353,95.4853875232464,92.44822049861178,92.40398135618211
2023-02-23,94.98728066054873,91.66576768857244,90.69427796406485,90.39344851193925,95.5679956350732,92.59961500580121,92.52881031596148
2023-02-24,94.49120788433181,91.12717680432627,90.15798858574527,89.83608443372111,95.06716163451297,92.05041414157286,91.9862849725486
2023-02-27,95.06744743974839,91.6265121519745,90.64809617457936,90.32129085289547,95.63542991538134,92.54980482187494,92.50768176985358
2023-02-28,94.59465852056171,91.18282159202661,90.20454384318357,89.8399487860305,95.15924606311134,92.08760774701513,92.0562791126173
2023-03-01,94.62066427349983,91.04139562987372,90.05598829011487,89.65874640122169,95.18768887367628,91.9462628120383,91.89677948955192
2023-03-02,94.89213158139898,91.15120152129977,90.15181058684269,89.72884476929399,95.44327475665007,92.0532719326047,92.05061188490996
2023-03-03,95.31596526799221,91.62922114347245,90.635871229345,90.26278193721173,95.87682881512903,92.54642186859391,92.52477123733111
2023-03-06,95.34244280812423,91.66365977540974,90.67056806625737,90.29006903054314,95.89026965408293,92.56586514638711,92.58379349611391
2023-03-07,94.87690022493611,91.37385250656878,90.38756677121212,90.00915327615618,95.42348397423119,92.26749455753179,92.28851288672209
2023-03-08,94.62515465737637,91.24872004743253,90.27638272252015,89.91054278045696,95.20259616068394,92.14929228673562,92.08448775642043
2023-03-09,94.41101500247953,91.14931694690429,90.17978640805092,89.81640867266034,94.9911267466161,92.04853980458923,91.97804217685704
2023-03-10,92.82844799601283,90.15850227574632,89.23887549156385,88.9779017054786,93.44269653359578,91.05935242192984,90.93527251996592
2023-03-13,91.68347717367313,89.37235410429632,88.49351179106019,88.30743096935106,92.33248767531677,90.2686520538926,90.09752303452959
2023-03-14,92.61969379255329,90.0454700070853,89.16408975665793,88.99750008778483,93.25951501267484,90.93314937664692,90.80037418091591
2023-03-15,91.63883630106714,89.34224932962591,88.50447309061646,88.45372664072354,92.30383880792269,90.2340726891541,90.09380416411204
2023-03-16,92.95354846048116,90.60979462812985,89.76712404683065,89.73700853643325,93.650723244402,91.5253748526388,91.29232774188797
2023-03-17,92.54708585711013,90.33054309124913,89.50438552392846,89.49242992589905,93.27479405417155,91.2465124457485,90.9514210375877
2023-03-20,92.81173489519472,90.38149741131821,89.54401447412948,89.49468318759274,93.52336639174503,91.28324616011412,91.03435579209496
