,CAGR,Vol,Sharpe,MaxDD,CVaR95
OPT_min_variance,0.031507312101268115,0.0752525412690585,0.4392256158238241,-0.20747218693541558,-0.049887883572717534
OPT_max_sharpe,0.043177884852286574,0.08101850475348288,0.5529481695970075,-0.19507470569646312,-0.05431071077493834
OPT_min_cvar,0.031507312101268115,0.0752525412690585,0.4392256158238241,-0.20747218693541558,-0.049887883572717534
