,FLOT
2023-01-31,42.31119918823242
2023-02-01,42.34724807739258
2023-02-02,42.355648040771484
2023-02-03,42.3388557434082
2023-02-06,42.37241744995117
2023-02-07,42.40597152709961
2023-02-08,42.397586822509766
2023-02-09,42.41436004638672
2023-02-10,42.44792175292969
2023-02-13,42.456302642822266
2023-02-14,42.43113327026367
2023-02-15,42.46469497680664
2023-02-16,42.515045166015625
2023-02-17,42.565372467041016
2023-02-21,42.49827194213867
2023-02-22,42.515045166015625
2023-02-23,42.540191650390625
2023-02-24,42.548583984375
2023-02-27,42.59052276611328
2023-02-28,42.61569595336914
2023-03-01,42.602210998535156
2023-03-02,42.65275955200195
2023-03-03,42.669612884521484
2023-03-06,42.70329284667969
2023-03-07,42.69486999511719
2023-03-08,42.71171569824219
2023-03-09,42.69486999511719
2023-03-10,42.68646240234375
2023-03-13,42.01262664794922
2023-03-14,42.15581512451172
2023-03-15,41.700984954833984
2023-03-16,42.046321868896484
2023-03-17,42.01262664794922
2023-03-20,42.054744720458984
2023-03-21,42.37480926513672
2023-03-22,42.15581512451172
2023-03-23,42.21477508544922
2023-03-24,42.24846649169922
2023-03-27,42.24846649169922
2023-03-28,42.31586456298828
2023-03-29,42.42534255981445
2023-03-30,42.450618743896484
2023-03-31,42.44218826293945
2023-04-03,42.5301628112793
2023-04-04,42.462493896484375
2023-04-05,42.50480270385742
2023-04-06,42.470951080322266
