,BIZD
2018-02-28,6.5860443115234375
2018-03-01,6.581869125366211
2018-03-02,6.606911659240723
2018-03-05,6.707081317901611
2018-03-06,6.748815536499023
2018-03-07,6.719601154327393
2018-03-08,6.748815536499023
2018-03-09,6.748815536499023
2018-03-12,6.773858070373535
2018-03-13,6.790554046630859
2018-03-14,6.765511512756348
2018-03-15,6.690385341644287
2018-03-16,6.732120513916016
2018-03-19,6.723774433135986
2018-03-20,6.698731422424316
2018-03-21,6.698731422424316
2018-03-22,6.836462497711182
2018-03-23,6.719601154327393
2018-03-26,6.75299072265625
2018-03-27,6.715427398681641
2018-03-28,6.732120513916016
2018-03-29,6.786379337310791
2018-04-02,6.770564079284668
2018-04-03,6.791935920715332
2018-04-04,6.847501754760742
2018-04-05,6.903068542480469
2018-04-06,6.856054306030273
2018-04-09,6.851776599884033
2018-04-10,6.83467960357666
2018-04-11,6.851776599884033
2018-04-12,6.847501754760742
2018-04-13,6.8261308670043945
2018-04-16,6.8261308670043945
2018-04-17,6.86460018157959
2018-04-18,6.873149394989014
2018-04-19,6.868874549865723
2018-04-20,6.843228340148926
2018-04-23,6.8261308670043945
2018-04-24,6.8261308670043945
2018-04-25,6.809033393859863
2018-04-26,6.8261308670043945
2018-04-27,6.86460018157959
2018-04-30,6.8774237632751465
2018-05-01,6.851776599884033
2018-05-02,6.860324859619141
2018-05-03,6.8774237632751465
2018-05-04,6.920165538787842
2018-05-07,6.984281539916992
2018-05-08,7.005651950836182
2018-05-09,7.0099287033081055
2018-05-10,7.052670001983643
2018-05-11,7.065495491027832
2018-05-14,7.082592010498047
2018-05-15,7.05694580078125
2018-05-16,7.078316688537598
2018-05-17,7.078316688537598
2018-05-18,7.125335693359375
2018-05-21,7.133884429931641
2018-05-22,7.1467061042785645
2018-05-23,7.15525484085083
2018-05-24,7.1467061042785645
2018-05-25,7.159529685974121
2018-05-29,7.138157844543457
2018-05-30,7.16380500793457
2018-05-31,7.159529685974121
2018-06-01,7.176627159118652
2018-06-04,7.202274322509766
2018-06-05,7.172354221343994
2018-06-06,7.215096473693848
2018-06-07,7.2321929931640625
2018-06-08,7.245017051696777
2018-06-11,7.2236433029174805
2018-06-12,7.172354221343994
2018-06-13,7.18517541885376
2018-06-14,7.2321929931640625
2018-06-15,7.215096473693848
2018-06-18,7.215096473693848
2018-06-19,7.215096473693848
2018-06-20,7.219371795654297
2018-06-21,7.189452171325684
2018-06-22,7.150979518890381
2018-06-25,7.125335693359375
2018-06-26,7.15525484085083
2018-06-27,7.129610538482666
2018-06-28,7.108236312866211
2018-06-29,7.112510681152344
2018-07-02,7.164905548095703
2018-07-03,7.212935447692871
2018-07-05,7.22166633605957
2018-07-06,7.239131450653076
2018-07-09,7.256596565246582
2018-07-10,7.265327453613281
2018-07-11,7.265327453613281
2018-07-12,7.24786376953125
2018-07-13,7.252228736877441
2018-07-16,7.269693851470947
2018-07-17,7.343920707702637
2018-07-18,7.448709487915039
2018-07-19,7.422508716583252
2018-07-20,7.3919477462768555
2018-07-23,7.383213996887207
2018-07-24,7.405045986175537
2018-07-25,7.435611248016357
2018-07-26,7.413777828216553
2018-07-27,7.422508716583252
2018-07-30,7.431243419647217
2018-07-31,7.439975738525391
2018-08-01,7.483637809753418
2018-08-02,7.474905014038086
2018-08-03,7.522934436798096
2018-08-06,7.527299880981445
2018-08-07,7.557859897613525
2018-08-08,7.549130916595459
2018-08-09,7.549130916595459
2018-08-10,7.474905014038086
2018-08-13,7.47053861618042
2018-08-14,7.488003730773926
2018-08-15,7.47053861618042
2018-08-16,7.509835720062256
2018-08-17,7.488003730773926
2018-08-20,7.4967360496521
2018-08-21,7.540397644042969
2018-08-22,7.522934436798096
2018-08-23,7.522934436798096
2018-08-24,7.522934436798096
2018-08-27,7.553495407104492
2018-08-28,7.509835720062256
2018-08-29,7.575328350067139
2018-08-30,7.597156524658203
2018-08-31,7.570962429046631
2018-09-04,7.566595077514648
2018-09-05,7.544767379760742
2018-09-06,7.557859897613525
2018-09-07,7.488003730773926
2018-09-10,7.4967360496521
2018-09-11,7.4967360496521
2018-09-12,7.488003730773926
2018-09-13,7.527299880981445
2018-09-14,7.505469799041748
2018-09-17,7.509835720062256
2018-09-18,7.518564701080322
2018-09-19,7.488003730773926
2018-09-20,7.527299880981445
2018-09-21,7.536030292510986
2018-09-24,7.509835720062256
2018-09-25,7.492368221282959
2018-09-26,7.4967360496521
2018-09-27,7.483637809753418
2018-09-28,7.457442283630371
2018-10-01,7.465480327606201
2018-10-02,7.434206485748291
2018-10-03,7.456547737121582
2018-10-04,7.35825777053833
2018-10-05,7.344857215881348
2018-10-08,7.259968280792236
2018-10-09,7.326984882354736
2018-10-10,7.233164310455322
2018-10-11,7.152744770050049
2018-10-12,7.152744770050049
2018-10-15,7.179549694061279
2018-10-16,7.219759941101074
2018-10-17,7.210824012756348
2018-10-18,7.148277282714844
2018-10-19,7.139342308044434
2018-10-22,7.085731506347656
2018-10-23,7.0321173667907715
2018-10-24,6.951700210571289
2018-10-25,6.9651031494140625
2018-10-26,6.933828830718994
2018-10-29,6.960635662078857
2018-10-30,7.005312919616699
2018-10-31,7.143807888031006
2018-11-01,7.228696823120117
2018-11-02,7.17061710357666
2018-11-05,7.264437675476074
2018-11-06,7.344857215881348
2018-11-07,7.35825777053833
2018-11-08,7.344857215881348
2018-11-09,7.35825777053833
2018-11-12,7.228696823120117
2018-11-13,7.251035213470459
2018-11-14,7.215292930603027
2018-11-15,7.206357955932617
2018-11-16,7.201890468597412
2018-11-19,7.219759941101074
2018-11-20,7.0678582191467285
2018-11-21,7.11700439453125
2018-11-23,7.1348748207092285
2018-11-26,7.1348748207092285
2018-11-27,7.152744770050049
2018-11-28,7.210824012756348
2018-11-29,7.215292930603027
2018-11-30,7.175082683563232
2018-12-03,7.255499839782715
2018-12-04,7.148277282714844
2018-12-06,7.081262588500977
2018-12-07,7.045519828796387
2018-12-10,6.978507041931152
2018-12-11,6.982973098754883
2018-12-12,6.982973098754883
2018-12-13,6.951700210571289
2018-12-14,6.86234712600708
2018-12-17,6.554075717926025
2018-12-18,6.594285011291504
2018-12-19,6.5719475746154785
2018-12-20,6.326225757598877
2018-12-21,6.3664350509643555
2018-12-24,6.3664350509643555
2018-12-26,6.54514217376709
2018-12-27,6.5621418952941895
2018-12-28,6.621882915496826
2018-12-31,6.45185661315918
2019-01-02,6.644859790802002
2019-01-03,6.6264801025390625
2019-01-04,6.810291290283203
2019-01-07,6.97113037109375
2019-01-08,7.0584397315979
2019-01-09,7.030869007110596
2019-01-10,7.0584397315979
2019-01-11,7.086013317108154
2019-01-14,7.0768208503723145
2019-01-15,7.095203399658203
2019-01-16,7.145752906799316
2019-01-17,7.131965160369873
2019-01-18,7.164132595062256
2019-01-22,7.113586902618408
2019-01-23,7.122775554656982
2019-01-24,7.173324108123779
2019-01-25,7.24225378036499
2019-01-28,7.228469371795654
2019-01-29,7.214682102203369
2019-01-30,7.297397613525391
2019-01-31,7.329563617706299
2019-02-01,7.32496976852417
2019-02-04,7.389305114746094
2019-02-05,7.435259819030762
2019-02-06,7.416876316070557
2019-02-07,7.32496976852417
2019-02-08,7.311184883117676
2019-02-11,7.338756561279297
2019-02-12,7.384707927703857
2019-02-13,7.412282466888428
2019-02-14,7.421472549438477
2019-02-15,7.435259819030762
2019-02-19,7.481210708618164
2019-02-20,7.545546054840088
2019-02-21,7.577714920043945
2019-02-22,7.68800163269043
2019-02-25,7.669621467590332
2019-02-26,7.637452602386475
2019-02-27,7.591500759124756
2019-02-28,7.559332370758057
2019-03-01,7.508785247802734
2019-03-04,7.53176212310791
2019-03-05,7.476614952087402
2019-03-06,7.453638553619385
2019-03-07,7.4444499015808105
2019-03-08,7.453638553619385
2019-03-11,7.52256965637207
2019-03-12,7.4858078956604
2019-03-13,7.508785247802734
2019-03-14,7.536356449127197
2019-03-15,7.53176212310791
2019-03-18,7.577714920043945
2019-03-19,7.52256965637207
2019-03-20,7.508785247802734
2019-03-21,7.52256965637207
2019-03-22,7.46282958984375
2019-03-25,7.449045181274414
2019-03-26,7.494997978210449
2019-03-27,7.508785247802734
2019-03-28,7.545546054840088
2019-03-29,7.517975330352783
2019-04-01,7.602817058563232
2019-04-02,7.612245559692383
2019-04-03,7.6075310707092285
2019-04-04,7.621670722961426
2019-04-05,7.654663562774658
2019-04-08,7.654663562774658
2019-04-09,7.602817058563232
2019-04-10,7.626383304595947
2019-04-11,7.6405253410339355
2019-04-12,7.654663562774658
2019-04-15,7.621670722961426
2019-04-16,7.682945251464844
2019-04-17,7.654663562774658
2019-04-18,7.645237922668457
2019-04-22,7.645237922668457
2019-04-23,7.682945251464844
2019-04-24,7.697085857391357
2019-04-25,7.687658786773682
2019-04-26,7.753647804260254
2019-04-29,7.777214050292969
2019-04-30,7.81020975112915
2019-05-01,7.753647804260254
2019-05-02,7.772501468658447
2019-05-03,7.833776950836182
2019-05-06,7.843203067779541
2019-05-07,7.796069622039795
2019-05-08,7.8054962158203125
2019-05-09,7.763075351715088
2019-05-10,7.772501468658447
2019-05-13,7.673518657684326
2019-05-14,7.730079650878906
2019-05-15,7.692373275756836
2019-05-16,7.748936176300049
2019-05-17,7.753647804260254
2019-05-20,7.781928062438965
2019-05-21,7.791356086730957
2019-05-22,7.781928062438965
2019-05-23,7.739506721496582
2019-05-24,7.753647804260254
2019-05-28,7.725367546081543
2019-05-29,7.697085857391357
2019-05-30,7.668806076049805
2019-05-31,7.546255111694336
2019-06-03,7.5745368003845215
2019-06-04,7.6593780517578125
2019-06-05,7.645237922668457
2019-06-06,7.673518657684326
2019-06-07,7.711227893829346
2019-06-10,7.763075351715088
2019-06-11,7.758360862731934
2019-06-12,7.767787933349609
2019-06-13,7.800782203674316
2019-06-14,7.819637298583984
2019-06-17,7.81492280960083
2019-06-18,7.852631092071533
2019-06-19,7.895049571990967
2019-06-20,7.824350833892822
2019-06-21,7.838491439819336
2019-06-24,7.824350833892822
2019-06-25,7.763075351715088
2019-06-26,7.744220733642578
2019-06-27,7.763075351715088
2019-06-28,7.833776950836182
2019-07-01,7.831847190856934
2019-07-02,7.875276565551758
2019-07-03,7.91387939453125
2019-07-05,7.91387939453125
2019-07-08,7.899404048919678
2019-07-09,7.889750957489014
2019-07-10,7.923530578613281
2019-07-11,7.909055233001709
2019-07-12,7.923530578613281
2019-07-15,7.933184623718262
2019-07-16,7.918704986572266
2019-07-17,7.875276565551758
2019-07-18,7.884926795959473
2019-07-19,7.870450019836426
2019-07-22,7.855973720550537
2019-07-23,7.870450019836426
2019-07-24,7.923530578613281
2019-07-25,7.904228687286377
2019-07-26,7.9380083084106445
2019-07-29,7.909055233001709
2019-07-30,7.986263275146484
2019-07-31,7.923530578613281
2019-08-01,7.884926795959473
2019-08-02,7.8945794105529785
2019-08-05,7.6919050216674805
2019-08-06,7.773940086364746
2019-08-07,7.740160942077637
2019-08-08,7.899404048919678
2019-08-09,7.827020645141602
2019-08-12,7.798068523406982
2019-08-13,7.84149694442749
2019-08-14,7.735337257385254
2019-08-15,7.764289855957031
2019-08-16,7.918704986572266
2019-08-19,7.966960906982422
2019-08-20,7.9766130447387695
2019-08-21,7.981438636779785
2019-08-22,7.981438636779785
2019-08-23,7.91387939453125
2019-08-26,7.928357124328613
2019-08-27,7.899404048919678
2019-08-28,7.889750957489014
2019-08-29,7.9380083084106445
2019-08-30,7.942833423614502
2019-09-03,7.909055233001709
2019-09-04,7.952484607696533
2019-09-05,8.000740051269531
2019-09-06,7.995914936065674
2019-09-09,8.03451919555664
2019-09-10,8.073123931884766
2019-09-11,8.087599754333496
2019-09-12,8.10207748413086
2019-09-13,8.135855674743652
2019-09-16,8.150331497192383
2019-09-17,8.150331497192383
2019-09-18,8.150331497192383
2019-09-19,8.150331497192383
2019-09-20,8.198586463928223
2019-09-23,8.19376277923584
2019-09-24,8.145505905151367
2019-09-25,8.140681266784668
2019-09-26,8.188935279846191
2019-09-27,8.159982681274414
2019-09-30,8.135855674743652
2019-10-01,8.020918846130371
2019-10-02,7.863067626953125
2019-10-03,7.853200435638428
2019-10-04,7.922259330749512
2019-10-07,7.971589088439941
2019-10-08,7.907462120056152
2019-10-09,7.932125568389893
2019-10-10,7.961723804473877
2019-10-11,7.976520538330078
2019-10-14,7.951857089996338
2019-10-15,8.015985488891602
2019-10-16,8.011052131652832
2019-10-17,8.030782699584961
2019-10-18,8.060380935668945
2019-10-21,8.085046768188477
2019-10-22,8.085046768188477
2019-10-23,8.075180053710938
2019-10-24,8.070247650146484
2019-10-25,8.050518035888672
2019-10-28,8.0949125289917
2019-10-29,8.0949125289917
2019-10-30,8.0949125289917
2019-10-31,8.070247650146484
2019-11-01,8.129441261291504
2019-11-04,8.13930892944336
2019-11-05,8.12450885772705
2019-11-06,8.163970947265625
2019-11-07,8.114644050598145
2019-11-08,8.114644050598145
2019-11-11,8.114644050598145
2019-11-12,8.168905258178711
2019-11-13,8.159039497375488
2019-11-14,8.163970947265625
2019-11-15,8.163970947265625
2019-11-18,8.154109001159668
2019-11-19,8.193572044372559
2019-11-20,8.178771018981934
2019-11-21,8.163970947265625
2019-11-22,8.144241333007812
2019-11-25,8.208370208740234
2019-11-26,8.213302612304688
2019-11-27,8.292229652404785
2019-11-29,8.321826934814453
2019-12-02,8.282363891601562
2019-12-03,8.257699966430664
2019-12-04,8.292229652404785
2019-12-05,8.297160148620605
2019-12-06,8.331692695617676
2019-12-09,8.346490859985352
2019-12-10,8.371152877807617
2019-12-11,8.385953903198242
2019-12-12,8.415552139282227
2019-12-13,8.430350303649902
2019-12-16,8.479679107666016
2019-12-17,8.51421070098877
2019-12-18,8.484613418579102
2019-12-19,8.489543914794922
2019-12-20,8.51421070098877
2019-12-23,8.450082778930664
2019-12-24,8.464879035949707
2019-12-26,8.469813346862793
2019-12-27,8.445148468017578
2019-12-30,8.428009986877441
2019-12-31,8.443132400512695
2020-01-02,8.453214645385742
2020-01-03,8.443132400512695
2020-01-06,8.463296890258789
2020-01-07,8.45825481414795
2020-01-08,8.463296890258789
2020-01-09,8.473376274108887
2020-01-10,8.46833610534668
2020-01-13,8.48849868774414
2020-01-14,8.503623008728027
2020-01-15,8.53386402130127
2020-01-16,8.579231262207031
2020-01-17,8.589313507080078
2020-01-21,8.569148063659668
2020-01-22,8.6044340133667
2020-01-23,8.584272384643555
2020-01-24,8.523783683776855
2020-01-27,8.48849868774414
2020-01-28,8.523783683776855
2020-01-29,8.508662223815918
2020-01-30,8.513701438903809
2020-01-31,8.47841739654541
2020-02-03,8.47841739654541
2020-02-04,8.538905143737793
2020-02-05,8.579231262207031
2020-02-06,8.599392890930176
2020-02-07,8.609477043151855
2020-02-10,8.579231262207031
2020-02-11,8.599392890930176
2020-02-12,8.589313507080078
2020-02-13,8.629636764526367
2020-02-14,8.619556427001953
2020-02-18,8.624594688415527
2020-02-19,8.584272384643555
2020-02-20,8.664922714233398
2020-02-21,8.609477043151855
2020-02-24,8.473376274108887
2020-02-25,8.090287208557129
2020-02-26,8.150774002075195
2020-02-27,7.88865852355957
2020-02-28,7.606382369995117
2020-03-02,7.898739337921143
2020-03-03,7.853374481201172
2020-03-04,8.019716262817383
2020-03-05,7.913862705230713
2020-03-06,7.727356910705566
2020-03-09,7.082149982452393
