,JAAA
2024-06-21,45.38200378417969
2024-06-24,45.39985656738281
2024-06-25,45.39985656738281
2024-06-26,45.39985656738281
2024-06-27,45.408790588378906
2024-06-28,45.42664337158203
2024-07-01,45.44191360473633
2024-07-02,45.450889587402344
2024-07-03,45.45986557006836
2024-07-05,45.47780990600586
2024-07-08,45.48678207397461
2024-07-09,45.522701263427734
2024-07-10,45.531673431396484
2024-07-11,45.540653228759766
2024-07-12,45.56757354736328
2024-07-15,45.576560974121094
2024-07-16,45.58552932739258
2024-07-17,45.576560974121094
2024-07-18,45.576560974121094
2024-07-19,45.61246871948242
2024-07-22,45.61246871948242
2024-07-23,45.64837646484375
2024-07-24,45.6393928527832
2024-07-25,45.6393928527832
2024-07-26,45.66632843017578
2024-07-29,45.702232360839844
2024-07-30,45.73815155029297
2024-07-31,45.711212158203125
2024-08-01,45.732872009277344
2024-08-02,45.63361358642578
2024-08-05,45.5884895324707
2024-08-06,45.68775939941406
2024-08-07,45.71481704711914
2024-08-08,45.723846435546875
2024-08-09,45.74189376831055
2024-08-12,45.71481704711914
2024-08-13,45.70580291748047
2024-08-14,45.69677734375
2024-08-15,45.70580291748047
2024-08-16,45.732872009277344
2024-08-19,45.8050537109375
2024-08-20,45.83213424682617
2024-08-21,45.841163635253906
2024-08-22,45.85920333862305
2024-08-23,45.88627624511719
2024-08-26,45.90431594848633
2024-08-27,45.90431594848633
2024-08-28,45.91335678100586
2024-08-29,45.90431594848633
2024-08-30,45.94041442871094
2024-09-03,45.96672821044922
2024-09-04,45.975807189941406
2024-09-05,45.96672821044922
2024-09-06,46.00303268432617
2024-09-09,46.02117919921875
2024-09-10,46.02117919921875
2024-09-11,46.01210021972656
2024-09-12,46.03025436401367
2024-09-13,46.048397064208984
2024-09-16,46.066551208496094
2024-09-17,46.066551208496094
2024-09-18,46.07561492919922
2024-09-19,46.08469009399414
2024-09-20,46.12097930908203
2024-09-23,46.13005828857422
2024-09-24,46.13913345336914
2024-09-25,46.13913345336914
2024-09-26,46.15727233886719
2024-09-27,46.17543029785156
2024-09-30,46.16636276245117
2024-10-01,46.19646072387695
2024-10-02,46.20558166503906
2024-10-03,46.214698791503906
2024-10-04,46.23295211791992
2024-10-07,46.251197814941406
2024-10-08,46.260311126708984
2024-10-09,46.269439697265625
2024-10-10,46.28767776489258
2024-10-11,46.28767776489258
2024-10-14,46.29680252075195
2024-10-15,46.3150520324707
2024-10-16,46.3150520324707
2024-10-17,46.3150520324707
2024-10-18,46.34242630004883
2024-10-21,46.351539611816406
2024-10-22,46.351539611816406
2024-10-23,46.369781494140625
2024-10-24,46.360660552978516
2024-10-25,46.369781494140625
2024-10-28,46.40626525878906
2024-10-29,46.39716339111328
2024-10-30,46.433650970458984
2024-10-31,46.433650970458984
2024-11-01,46.46390151977539
2024-11-04,46.445560455322266
2024-11-05,46.46390151977539
2024-11-06,46.482242584228516
2024-11-07,46.5189094543457
2024-11-08,46.56475067138672
2024-11-11,46.55556869506836
2024-11-12,46.56475067138672
2024-11-13,46.58308029174805
2024-11-14,46.61976623535156
2024-11-15,46.66560363769531
2024-11-18,46.61976623535156
2024-11-19,46.61976623535156
2024-11-20,46.63808822631836
2024-11-21,46.702266693115234
2024-11-22,46.729766845703125
2024-11-25,46.702266693115234
2024-11-26,46.702266693115234
2024-11-27,46.72060012817383
2024-11-29,46.72060012817383
2024-12-02,46.73073959350586
2024-12-03,46.80450439453125
2024-12-04,46.79527282714844
2024-12-05,46.7768440246582
2024-12-06,46.78606033325195
2024-12-09,46.82293701171875
2024-12-10,46.832157135009766
2024-12-11,46.832157135009766
2024-12-12,46.82293701171875
2024-12-13,46.8505973815918
2024-12-16,46.89668655395508
2024-12-17,46.86902618408203
2024-12-18,46.832157135009766
2024-12-19,46.832157135009766
2024-12-20,46.86902618408203
2024-12-23,46.90795135498047
2024-12-24,46.9172248840332
2024-12-26,46.94501876831055
2024-12-27,46.98208999633789
2024-12-30,46.991355895996094
2024-12-31,46.991355895996094
2025-01-02,47.02842330932617
2025-01-03,47.01915740966797
2025-01-06,47.04695510864258
2025-01-07,47.03768539428711
2025-01-08,47.02842330932617
2025-01-10,47.065486907958984
2025-01-13,47.09328842163086
2025-01-14,47.10255432128906
2025-01-15,47.139617919921875
2025-01-16,47.14888381958008
2025-01-17,47.18594741821289
2025-01-21,47.20448684692383
2025-01-22,47.21375274658203
2025-01-23,47.2322883605957
2025-01-24,47.25082778930664
2025-01-27,47.25082778930664
2025-01-28,47.26008224487305
2025-01-29,47.269351959228516
2025-01-30,47.27862548828125
2025-01-31,47.29716110229492
2025-02-03,47.302738189697266
2025-02-04,47.302738189697266
2025-02-05,47.321346282958984
2025-02-06,47.33995056152344
2025-02-07,47.35856628417969
2025-02-10,47.367862701416016
2025-02-11,47.377166748046875
2025-02-12,47.349266052246094
2025-02-13,47.33995056152344
2025-02-14,47.33995056152344
2025-02-18,47.312042236328125
2025-02-19,47.321346282958984
2025-02-20,47.33064270019531
2025-02-21,47.33064270019531
2025-02-24,47.321346282958984
2025-02-25,47.367862701416016
2025-02-26,47.377166748046875
2025-02-27,47.367862701416016
2025-02-28,47.367862701416016
2025-03-03,47.35758972167969
2025-03-04,47.329551696777344
2025-03-05,47.348236083984375
2025-03-06,47.31086349487305
2025-03-07,47.338897705078125
2025-03-10,47.282833099365234
2025-03-11,47.26414489746094
2025-03-12,47.26414489746094
2025-03-13,47.17070388793945
2025-03-14,47.24545669555664
2025-03-17,47.26414489746094
2025-03-18,47.21742248535156
2025-03-19,47.208072662353516
2025-03-20,47.21742248535156
2025-03-21,47.254791259765625
2025-03-24,47.236106872558594
2025-03-25,47.24545669555664
2025-03-26,47.254791259765625
2025-03-27,47.31086349487305
2025-03-28,47.32020950317383
2025-03-31,47.3856201171875
2025-04-01,47.43068313598633
2025-04-02,47.440067291259766
2025-04-03,47.19597625732422
2025-04-04,46.97064971923828
2025-04-07,46.84859848022461
2025-04-08,47.11147689819336
2025-04-09,47.2335319519043
2025-04-10,46.74532699584961
2025-04-11,46.792274475097656
2025-04-14,46.97064971923828
2025-04-15,47.186580657958984
2025-04-16,47.16781234741211
2025-04-17,47.22414016723633
2025-04-21,47.19597625732422
2025-04-22,47.25230407714844
2025-04-23,47.30863952636719
2025-04-24,47.37435531616211
2025-04-25,47.41191101074219
2025-04-28,47.421295166015625
2025-04-29,47.449462890625
2025-04-30,47.449462890625
2025-05-01,47.53059387207031
2025-05-02,47.577762603759766
2025-05-05,47.63438034057617
2025-05-06,47.577762603759766
2025-05-07,47.62494659423828
2025-05-08,47.63438034057617
2025-05-09,47.63438034057617
2025-05-12,47.69097900390625
2025-05-13,47.6721076965332
2025-05-14,47.70984649658203
2025-05-15,47.69097900390625
2025-05-16,47.72871398925781
2025-05-19,47.700416564941406
2025-05-20,47.71928405761719
2025-05-21,47.71928405761719
2025-05-22,47.75703048706055
2025-05-23,47.77589416503906
2025-05-27,47.75703048706055
2025-05-28,47.80419921875
2025-05-29,47.81363296508789
2025-05-30,47.87967300415039
2025-06-02,47.88915252685547
2025-06-03,47.91756820678711
2025-06-04,47.90809631347656
2025-06-05,47.87019348144531
2025-06-06,47.92704772949219
2025-06-09,47.94599151611328
2025-06-10,47.99338150024414
2025-06-11,47.98390197753906
2025-06-12,48.00285339355469
2025-06-13,47.99338150024414
2025-06-16,47.99338150024414
2025-06-17,47.99338150024414
2025-06-18,47.974430084228516
2025-06-20,47.99338150024414
2025-06-23,48.0597038269043
2025-06-24,48.0407600402832
2025-06-25,48.00285339355469
2025-06-26,48.0597038269043
2025-06-27,48.088130950927734
2025-06-30,48.088130950927734
2025-07-01,48.12905502319336
2025-07-02,48.090980529785156
2025-07-03,48.11954116821289
2025-07-07,48.13857650756836
2025-07-08,48.13857650756836
2025-07-09,48.1766471862793
2025-07-10,48.16712951660156
2025-07-11,48.1766471862793
2025-07-14,48.2147102355957
2025-07-15,48.195682525634766
2025-07-16,48.195682525634766
2025-07-17,48.195682525634766
2025-07-18,48.205204010009766
2025-07-21,48.2337532043457
2025-07-22,48.262298583984375
2025-07-23,48.2337532043457
2025-07-24,48.262298583984375
2025-07-25,48.281333923339844
2025-07-28,48.30036544799805
2025-07-29,48.338436126708984
2025-07-30,48.31940841674805
2025-07-31,48.338436126708984
2025-08-01,48.33366012573242
2025-08-04,48.37188720703125
2025-08-05,48.362335205078125
2025-08-06,48.37188720703125
2025-08-07,48.37188720703125
2025-08-08,48.38144302368164
2025-08-11,48.39100646972656
2025-08-12,48.429237365722656
2025-08-13,48.40055847167969
2025-08-14,48.457916259765625
2025-08-15,48.49614334106445
2025-08-18,48.46746826171875
2025-08-19,48.457916259765625
2025-08-20,48.49614334106445
2025-08-21,48.50570297241211
2025-08-22,48.52481460571289
2025-08-25,48.52481460571289
2025-08-26,48.53437042236328
2025-08-27,48.5439338684082
2025-08-28,48.5439338684082
2025-08-29,48.572608947753906
2025-09-02,48.59468078613281
2025-09-03,48.6138801574707
2025-09-04,48.59468078613281
2025-09-05,48.5850830078125
2025-09-08,48.633079528808594
2025-09-09,48.66188049316406
2025-09-10,48.64268112182617
2025-09-11,48.633079528808594
2025-09-12,48.62348556518555
2025-09-15,48.66188049316406
2025-09-16,48.64268112182617
2025-09-17,48.652286529541016
2025-09-18,48.68108367919922
2025-09-19,48.700286865234375
2025-09-22,48.719486236572266
2025-09-23,48.719486236572266
2025-09-24,48.719486236572266
2025-09-25,48.719486236572266
2025-09-26,48.738677978515625
2025-09-29,48.7482795715332
2025-09-30,48.7482795715332
2025-10-01,48.793609619140625
2025-10-02,48.783966064453125
2025-10-03,48.793609619140625
2025-10-06,48.783966064453125
2025-10-07,48.812889099121094
2025-10-08,48.812889099121094
2025-10-09,48.803245544433594
2025-10-10,48.74538803100586
2025-10-13,48.812889099121094
2025-10-14,48.783966064453125
2025-10-15,48.793609619140625
2025-10-16,48.774322509765625
2025-10-17,48.812889099121094
2025-10-20,48.812889099121094
2025-10-21,48.83217239379883
2025-10-22,48.83217239379883
2025-10-23,48.85145950317383
2025-10-24,48.84182357788086
2025-10-27,48.918968200683594
2025-10-28,48.928611755371094
2025-10-29,48.90932083129883
2025-10-30,48.890037536621094
2025-10-31,48.928611755371094
2025-11-03,48.959598541259766
2025-11-04,48.96928787231445
2025-11-05,48.97896957397461
2025-11-06,48.97896957397461
2025-11-07,48.98865509033203
2025-11-10,49.0177116394043
2025-11-11,49.02739715576172
2025-11-12,49.0177116394043
2025-11-13,49.02739715576172
2025-11-14,49.03708267211914
2025-11-17,49.05645751953125
2025-11-18,49.03708267211914
2025-11-19,49.07582473754883
2025-11-20,49.07582473754883
2025-11-21,49.095191955566406
2025-11-24,49.085514068603516
2025-11-25,49.085514068603516
2025-11-26,49.104881286621094
2025-11-28,49.13393783569336
2025-12-01,49.15824508666992
2025-12-02,49.12907028198242
2025-12-03,49.13880157470703
2025-12-04,49.13880157470703
2025-12-05,49.13880157470703
2025-12-08,49.11935806274414
2025-12-09,49.11935806274414
2025-12-10,49.13880157470703
2025-12-11,49.16796875
2025-12-12,49.17768859863281
2025-12-15,49.197139739990234
2025-12-16,49.20685958862305
2025-12-17,49.21657943725586
2025-12-18,49.255470275878906
2025-12-19,49.255470275878906
2025-12-22,49.28087615966797
2025-12-23,49.300411224365234
2025-12-24,49.32972717285156
2025-12-26,49.37858200073242
2025-12-29,49.38835144042969
2025-12-30,49.40788650512695
2025-12-31,49.417659759521484
2026-01-02,49.44697189331055
2026-01-05,49.42742919921875
2026-01-06,49.437198638916016
2026-01-07,49.46651077270508
2026-01-08,49.45673751831055
2026-01-09,49.47627639770508
2026-01-12,49.47627639770508
2026-01-13,49.49581527709961
2026-01-14,49.50558853149414
2026-01-15,49.51536560058594
2026-01-16,49.58374786376953
2026-01-20,49.58374786376953
2026-01-21,49.60329818725586
2026-01-22,49.59352493286133
2026-01-23,49.63260269165039
2026-01-26,49.60329818725586
2026-01-27,49.60329818725586
2026-01-28,49.63260269165039
2026-01-29,49.65214538574219
2026-01-30,49.68352127075195
2026-02-02,49.703128814697266
2026-02-03,49.693328857421875
2026-02-04,49.703128814697266
2026-02-05,49.6442985534668
2026-02-06,49.67371368408203
2026-02-09,49.693328857421875
2026-02-10,49.71293640136719
2026-02-11,49.703128814697266
2026-02-12,49.722747802734375
2026-02-13,49.74235534667969
2026-02-17,49.732547760009766
2026-02-18,49.761959075927734
2026-02-19,49.74235534667969
2026-02-20,49.771766662597656
2026-02-23,49.74235534667969
2026-02-24,49.75216293334961
2026-02-25,49.75216293334961
2026-02-26,49.703128814697266
2026-02-27,49.58797073364258
2026-03-02,49.647029876708984
2026-03-03,49.647029876708984
2026-03-04,49.66671371459961
2026-03-05,49.63718795776367
2026-03-06,49.578128814697266
2026-03-09,49.647029876708984
2026-03-10,49.66671371459961
2026-03-11,49.647029876708984
2026-03-12,49.66671371459961
2026-03-13,49.58797073364258
2026-03-16,49.66671371459961
2026-03-17,49.66671371459961
2026-03-18,49.66671371459961
2026-03-19,49.706085205078125
2026-03-20,49.706085205078125
2026-03-23,49.774986267089844
2026-03-24,49.794673919677734
2026-03-25,49.794673919677734
2026-03-26,49.784828186035156
2026-03-27,49.706085205078125
2026-03-30,49.7159309387207
2026-03-31,49.777198791503906
2026-04-01,49.777198791503906
2026-04-02,49.82661056518555
2026-04-06,49.86613845825195
2026-04-07,49.87602615356445
2026-04-08,49.89578628540039
2026-04-09,49.905670166015625
2026-04-10,49.905670166015625
2026-04-13,49.955081939697266
2026-04-14,49.97484588623047
2026-04-15,49.9847297668457
2026-04-16,49.99461364746094
2026-04-17,50.034141540527344
2026-04-20,49.99461364746094
2026-04-21,50.00448989868164
2026-04-22,50.02425765991211
2026-04-23,50.034141540527344
2026-04-24,50.05390930175781
2026-04-27,50.063785552978516
2026-04-28,50.063785552978516
2026-04-29,50.10331726074219
2026-04-30,50.12415313720703
2026-05-01,50.114227294921875
2026-05-04,50.14399719238281
2026-05-05,50.163841247558594
2026-05-06,50.163841247558594
2026-05-07,50.17375946044922
2026-05-08,50.20352554321289
2026-05-11,50.193603515625
2026-05-12,50.223365783691406
2026-05-13,50.23329162597656
2026-05-14,50.24320983886719
2026-05-15,50.23329162597656
2026-05-18,50.253135681152344
2026-05-19,50.24320983886719
2026-05-20,50.26305389404297
2026-05-21,50.26305389404297
2026-05-22,50.29281997680664
2026-05-26,50.30274200439453
2026-05-27,50.32258605957031
2026-05-28,50.312660217285156
2026-05-29,50.340553283691406
2026-06-01,50.340553283691406
2026-06-02,50.35051345825195
2026-06-03,50.340553283691406
2026-06-04,50.35051345825195
2026-06-05,50.37043380737305
2026-06-08,50.38039779663086
2026-06-09,50.37043380737305
2026-06-10,50.38039779663086
2026-06-11,50.390357971191406
2026-06-12,50.40031433105469
2026-06-15,50.42023849487305
2026-06-16,50.4102783203125
2026-06-17,50.4102783203125
2026-06-18,50.44015884399414
2026-06-22,50.45012283325195
2026-06-23,50.44015884399414
2026-06-24,50.44015884399414
2026-06-25,50.460079193115234
2026-06-26,50.47003936767578
2026-06-29,50.480003356933594
2026-06-30,50.4900016784668
