,ZGLD.SW
2017-01-13,373.6400146484375
2017-01-16,377.2300109863281
2017-01-17,377.489990234375
2017-01-18,377.45001220703125
2017-01-19,374.989990234375
2017-01-20,374.3900146484375
2017-01-23,376.3599853515625
2017-01-24,375.20001220703125
2017-01-25,370.3800048828125
2017-01-26,367.7300109863281
2017-01-27,368.2099914550781
2017-01-30,370.010009765625
2017-01-31,371.1000061035156
2017-02-01,370.1000061035156
2017-02-02,372.1199951171875
2017-02-03,374.6700134277344
2017-02-06,377.9800109863281
2017-02-07,381.5
2017-02-08,382.1700134277344
2017-02-09,382.2300109863281
2017-02-10,382.2300109863281
2017-02-13,380.05999755859375
2017-02-14,382.0799865722656
2017-02-15,382.1400146484375
2017-02-16,383.260009765625
2017-02-17,382.79998779296875
2017-02-20,383.2900085449219
2017-02-21,385.0
2017-02-22,385.0
2017-02-23,387.7099914550781
2017-02-24,389.760009765625
2017-02-27,391.29998779296875
2017-02-28,388.82000732421875
2017-03-01,387.8299865722656
2017-03-02,386.489990234375
2017-03-03,382.29998779296875
2017-03-06,382.3500061035156
2017-03-07,380.8800048828125
2017-03-08,377.80999755859375
2017-03-09,376.1000061035156
2017-03-10,373.79998779296875
2017-03-13,374.3800048828125
2017-03-14,374.19000244140625
2017-03-15,373.4200134277344
2017-03-16,376.8500061035156
2017-03-17,378.5
2017-03-20,379.3800048828125
2017-03-21,380.57000732421875
2017-03-22,381.19000244140625
2017-03-23,380.9599914550781
2017-03-24,381.1600036621094
2017-03-27,380.4800109863281
2017-03-28,381.79998779296875
2017-03-29,384.4100036621094
2017-03-30,384.17999267578125
2017-03-31,384.5
2017-04-03,387.5
2017-04-04,388.2099914550781
2017-04-05,386.2699890136719
2017-04-06,387.4800109863281
2017-04-07,392.8500061035156
2017-04-10,388.80999755859375
2017-04-11,394.7699890136719
2017-04-12,395.260009765625
2017-04-13,397.5400085449219
2017-04-18,396.1400146484375
2017-04-19,393.3800048828125
2017-04-20,392.70001220703125
2017-04-21,395.2799987792969
2017-04-24,391.0
2017-04-25,387.19000244140625
2017-04-26,387.0899963378906
2017-04-27,387.0
2017-04-28,387.8599853515625
2017-05-02,383.9100036621094
2017-05-03,380.6400146484375
2017-05-04,375.20001220703125
2017-05-05,374.20001220703125
2017-05-08,377.5400085449219
2017-05-09,376.94000244140625
2017-05-10,380.3399963378906
2017-05-11,379.8800048828125
2017-05-12,379.489990234375
2017-05-15,378.0899963378906
2017-05-16,376.5299987792969
2017-05-17,379.5199890136719
2017-05-18,377.44000244140625
2017-05-19,375.9800109863281
2017-05-22,376.05999755859375
2017-05-23,376.75
2017-05-24,376.2799987792969
2017-05-26,380.2300109863281
2017-05-29,380.45001220703125
2017-05-30,378.9599914550781
2017-05-31,377.2699890136719
2017-06-01,377.55999755859375
2017-06-02,378.5400085449219
2017-06-06,383.3800048828125
2017-06-07,383.70001220703125
2017-06-08,379.510009765625
2017-06-09,378.07000732421875
2017-06-12,377.0799865722656
2017-06-13,376.4100036621094
2017-06-14,379.70001220703125
2017-06-15,376.2300109863281
2017-06-16,375.92999267578125
2017-06-19,374.2200012207031
2017-06-20,372.9800109863281
2017-06-21,373.3299865722656
2017-06-22,373.9100036621094
2017-06-23,374.3299865722656
2017-06-26,372.1099853515625
2017-06-27,370.1400146484375
2017-06-28,370.0
2017-06-29,367.1099853515625
2017-06-30,366.70001220703125
2017-07-03,363.07000732421875
2017-07-04,363.75
2017-07-05,363.1400146484375
2017-07-06,362.8399963378906
2017-07-07,359.6000061035156
2017-07-10,360.69000244140625
2017-07-11,360.6400146484375
2017-07-12,362.5199890136719
2017-07-13,362.79998779296875
2017-07-14,366.1199951171875
2017-07-17,365.6600036621094
2017-07-18,364.2099914550781
2017-07-19,364.2200012207031
2017-07-20,364.2099914550781
2017-07-21,364.8399963378906
2017-07-24,364.9800109863281
2017-07-25,364.9200134277344
2017-07-26,368.1000061035156
2017-07-27,373.44000244140625
2017-07-28,378.30999755859375
2017-07-31,376.7799987792969
2017-08-02,377.8999938964844
2017-08-03,377.8900146484375
2017-08-04,375.6099853515625
2017-08-07,376.1600036621094
2017-08-08,376.25
2017-08-09,377.7699890136719
2017-08-10,380.94000244140625
2017-08-11,381.0400085449219
2017-08-14,383.1099853515625
2017-08-15,383.1099853515625
2017-08-16,381.6000061035156
2017-08-17,381.6000061035156
2017-08-18,382.70001220703125
2017-08-21,381.3599853515625
2017-08-22,382.489990234375
2017-08-23,382.04998779296875
2017-08-24,381.8500061035156
2017-08-25,380.6099853515625
2017-08-28,383.989990234375
2017-08-29,383.94000244140625
2017-08-30,386.8699951171875
2017-08-31,389.2699890136719
2017-09-01,391.20001220703125
2017-09-04,392.57000732421875
2017-09-05,393.3800048828125
2017-09-06,393.20001220703125
2017-09-07,394.1400146484375
2017-09-08,391.54998779296875
2017-09-11,390.3500061035156
2017-09-12,391.1199951171875
2017-09-13,391.70001220703125
2017-09-14,393.7900085449219
2017-09-15,390.17999267578125
2017-09-18,386.0199890136719
2017-09-19,387.1700134277344
2017-09-20,388.3399963378906
2017-09-21,385.7300109863281
2017-09-22,386.0
2017-09-25,389.010009765625
2017-09-26,387.8299865722656
2017-09-27,385.6499938964844
2017-09-28,383.8299865722656
2017-09-29,382.260009765625
2017-10-02,381.3699951171875
2017-10-03,380.9599914550781
2017-10-04,381.8599853515625
2017-10-05,382.7200012207031
2017-10-06,382.0299987792969
2017-10-09,385.67999267578125
2017-10-10,387.510009765625
2017-10-11,384.739990234375
2017-10-12,387.54998779296875
2017-10-13,389.0
2017-10-16,390.1199951171875
2017-10-17,385.9700012207031
2017-10-18,386.1000061035156
2017-10-19,385.19000244140625
2017-10-20,387.0799865722656
2017-10-23,385.57000732421875
2017-10-24,387.5199890136719
2017-10-25,388.239990234375
2017-10-26,389.54998779296875
2017-10-27,390.0899963378906
2017-10-30,390.2900085449219
2017-10-31,389.0400085449219
2017-11-01,392.7099914550781
2017-11-02,391.6300048828125
2017-11-03,389.739990234375
2017-11-06,392.20001220703125
2017-11-07,390.79998779296875
2017-11-08,395.0
2017-11-09,392.94000244140625
2017-11-10,390.010009765625
2017-11-13,391.0799865722656
2017-11-14,390.0400085449219
2017-11-15,388.0
2017-11-16,390.0299987792969
2017-11-17,391.5400085449219
2017-11-20,391.3800048828125
2017-11-21,390.3399963378906
2017-11-22,389.4599914550781
2017-11-23,389.19000244140625
2017-11-24,387.5199890136719
2017-11-27,390.1499938964844
2017-11-28,391.3999938964844
2017-11-29,388.0
2017-11-30,385.94000244140625
2017-12-01,388.4100036621094
2017-12-04,385.25
2017-12-05,382.80999755859375
2017-12-06,383.82000732421875
2017-12-07,381.70001220703125
2017-12-08,381.2200012207031
2017-12-11,379.25
2017-12-12,377.0
2017-12-13,377.32000732421875
2017-12-14,381.05999755859375
2017-12-15,381.29998779296875
2017-12-18,382.1000061035156
2017-12-19,381.6400146484375
2017-12-20,382.3999938964844
2017-12-21,384.0400085449219
2017-12-22,387.0799865722656
2017-12-27,389.79998779296875
2017-12-28,388.0799865722656
2017-12-29,389.3999938964844
2018-01-03,393.8500061035156
2018-01-04,394.0
2018-01-05,394.20001220703125
2018-01-08,394.6000061035156
2018-01-09,395.0
2018-01-10,395.79998779296875
2018-01-11,395.0
2018-01-12,396.6499938964844
2018-01-15,396.1000061035156
2018-01-16,393.8999938964844
2018-01-17,393.8500061035156
2018-01-18,391.25
2018-01-19,393.3500061035156
2018-01-22,393.29998779296875
2018-01-23,393.5
2018-01-24,392.20001220703125
2018-01-25,389.45001220703125
2018-01-26,388.0
2018-01-29,384.75
2018-01-30,384.3999938964844
2018-01-31,383.29998779296875
2018-02-01,382.6000061035156
2018-02-02,379.70001220703125
2018-02-05,383.79998779296875
2018-02-06,382.1499938964844
2018-02-07,382.54998779296875
2018-02-08,378.0
2018-02-09,378.04998779296875
2018-02-12,380.45001220703125
2018-02-13,379.3500061035156
2018-02-14,384.45001220703125
2018-02-15,382.1000061035156
2018-02-16,384.1499938964844
2018-02-19,383.5
2018-02-20,382.0
2018-02-21,381.5
2018-02-22,380.6499938964844
2018-02-23,380.3999938964844
2018-02-26,382.6499938964844
2018-02-27,378.54998779296875
2018-02-28,381.1499938964844
2018-03-01,379.3500061035156
2018-03-02,378.8500061035156
2018-03-05,379.5
2018-03-06,384.1000061035156
2018-03-07,383.20001220703125
2018-03-08,383.3999938964844
2018-03-09,384.3500061035156
2018-03-12,382.79998779296875
2018-03-13,383.04998779296875
2018-03-14,383.95001220703125
2018-03-15,382.6499938964844
2018-03-16,383.29998779296875
2018-03-19,382.5
2018-03-20,383.1499938964844
2018-03-21,386.79998779296875
2018-03-22,385.29998779296875
2018-03-23,391.3999938964844
2018-03-26,391.54998779296875
2018-03-27,389.5
2018-03-28,388.25
2018-03-29,387.5
2018-04-03,390.04998779296875
2018-04-04,392.1000061035156
2018-04-05,390.1000061035156
2018-04-06,391.75
2018-04-09,390.8500061035156
2018-04-10,391.79998779296875
2018-04-11,399.25
2018-04-12,394.25
2018-04-13,396.20001220703125
2018-04-16,396.29998779296875
2018-04-17,397.1499938964844
2018-04-18,399.1000061035156
2018-04-19,399.0
2018-04-20,398.95001220703125
2018-04-23,395.70001220703125
2018-04-24,398.45001220703125
2018-04-25,397.1499938964844
2018-04-26,398.1499938964844
2018-04-27,400.29998779296875
2018-04-30,398.79998779296875
2018-05-02,399.45001220703125
2018-05-03,402.3500061035156
2018-05-04,402.54998779296875
2018-05-07,404.5
2018-05-08,401.75
2018-05-09,405.0
2018-05-11,405.6499938964844
2018-05-14,403.6000061035156
2018-05-15,397.8500061035156
2018-05-16,395.0
2018-05-17,396.3999938964844
2018-05-18,395.54998779296875
2018-05-22,393.25
2018-05-23,392.5
2018-05-24,396.3999938964844
2018-05-25,396.1499938964844
2018-05-28,394.8500061035156
2018-05-29,395.70001220703125
2018-05-30,394.04998779296875
2018-05-31,393.8500061035156
2018-06-01,391.29998779296875
2018-06-04,391.0
2018-06-05,390.95001220703125
2018-06-06,391.45001220703125
2018-06-07,389.75
2018-06-08,391.20001220703125
2018-06-11,392.5
2018-06-12,392.5
2018-06-13,391.1000061035156
2018-06-14,396.6499938964844
2018-06-15,390.0
2018-06-18,388.8999938964844
2018-06-19,387.70001220703125
2018-06-20,387.8500061035156
2018-06-21,383.75
2018-06-22,385.1499938964844
2018-06-25,382.8999938964844
2018-06-26,381.8999938964844
2018-06-27,382.29998779296875
2018-06-28,381.6000061035156
2018-06-29,380.1000061035156
2018-07-02,379.5
2018-07-03,380.79998779296875
2018-07-04,381.54998779296875
2018-07-05,381.8999938964844
2018-07-06,380.04998779296875
2018-07-09,382.20001220703125
2018-07-10,381.1499938964844
2018-07-11,379.25
2018-07-12,381.70001220703125
2018-07-13,381.54998779296875
2018-07-16,378.70001220703125
2018-07-17,375.3999938964844
2018-07-18,374.95001220703125
2018-07-19,373.45001220703125
2018-07-20,374.29998779296875
2018-07-23,372.1499938964844
2018-07-24,373.6000061035156
2018-07-25,373.8999938964844
2018-07-26,373.29998779296875
2018-07-27,373.04998779296875
2018-07-30,370.04998779296875
2018-07-31,370.0
2018-08-02,369.54998779296875
2018-08-03,370.70001220703125
2018-08-06,369.25
2018-08-07,369.04998779296875
2018-08-08,368.3999938964844
2018-08-09,367.95001220703125
2018-08-10,370.1000061035156
2018-08-13,364.1000061035156
2018-08-14,364.04998779296875
2018-08-15,359.45001220703125
2018-08-16,360.1000061035156
2018-08-17,359.70001220703125
2018-08-20,361.8500061035156
2018-08-21,359.5
2018-08-22,359.95001220703125
2018-08-23,359.0
2018-08-24,363.54998779296875
2018-08-27,364.0
2018-08-28,362.0
2018-08-29,359.1000061035156
2018-08-30,358.0
2018-08-31,357.1000061035156
2018-09-03,357.6499938964844
2018-09-04,357.04998779296875
2018-09-05,356.45001220703125
2018-09-06,355.95001220703125
2018-09-07,355.8999938964844
2018-09-10,357.1000061035156
2018-09-11,356.0
2018-09-12,358.5
2018-09-13,357.45001220703125
2018-09-14,354.95001220703125
2018-09-17,354.8500061035156
2018-09-18,353.8500061035156
2018-09-19,357.04998779296875
2018-09-20,355.0
2018-09-21,350.79998779296875
2018-09-24,354.20001220703125
2018-09-25,355.79998779296875
2018-09-26,354.54998779296875
2018-09-27,354.0
2018-09-28,356.29998779296875
2018-10-01,358.29998779296875
2018-10-02,364.45001220703125
2018-10-03,365.0
2018-10-04,366.25
2018-10-05,366.1000061035156
2018-10-08,360.8999938964844
2018-10-09,361.75
2018-10-10,360.3500061035156
2018-10-11,369.70001220703125
2018-10-12,371.04998779296875
2018-10-15,371.75
2018-10-16,373.1499938964844
2018-10-17,372.8500061035156
2018-10-18,374.04998779296875
2018-10-19,374.3500061035156
2018-10-22,372.6000061035156
2018-10-23,375.1499938964844
2018-10-24,375.70001220703125
2018-10-25,376.6000061035156
2018-10-26,379.20001220703125
2018-10-29,376.6000061035156
2018-10-30,376.54998779296875
2018-10-31,375.25
2018-11-01,378.6499938964844
2018-11-02,378.54998779296875
2018-11-05,378.8999938964844
2018-11-06,377.45001220703125
2018-11-07,375.6000061035156
2018-11-08,376.45001220703125
2018-11-09,372.3999938964844
2018-11-12,371.6000061035156
2018-11-13,370.79998779296875
2018-11-14,370.3500061035156
2018-11-15,374.0
2018-11-16,373.79998779296875
2018-11-19,371.3999938964844
2018-11-20,372.25
2018-11-21,373.70001220703125
2018-11-22,373.45001220703125
2018-11-23,373.1000061035156
2018-11-26,373.79998779296875
2018-11-27,371.3500061035156
2018-11-28,371.29998779296875
2018-11-29,374.6000061035156
2018-11-30,372.29998779296875
2018-12-03,377.0
2018-12-04,378.5
2018-12-05,377.8500061035156
2018-12-06,376.3999938964844
2018-12-07,378.3500061035156
2018-12-10,377.45001220703125
2018-12-11,378.29998779296875
2018-12-12,378.20001220703125
2018-12-13,378.45001220703125
2018-12-14,377.79998779296875
2018-12-17,377.8500061035156
2018-12-18,379.0
2018-12-19,380.20001220703125
2018-12-20,381.54998779296875
2018-12-21,381.3500061035156
2018-12-27,386.0
2018-12-28,383.6000061035156
2019-01-03,390.0
2019-01-04,386.0
2019-01-07,384.79998779296875
2019-01-08,384.1499938964844
2019-01-09,384.1499938964844
2019-01-10,386.3500061035156
2019-01-11,387.45001220703125
2019-01-14,386.1499938964844
2019-01-15,388.6000061035156
2019-01-16,391.5
2019-01-17,391.95001220703125
2019-01-18,389.75
2019-01-21,389.54998779296875
2019-01-22,389.3999938964844
2019-01-23,390.3999938964844
2019-01-24,389.95001220703125
2019-01-25,394.3500061035156
2019-01-28,394.29998779296875
2019-01-29,398.54998779296875
2019-01-30,400.5
2019-01-31,402.0
2019-02-01,400.5
2019-02-04,401.20001220703125
2019-02-05,402.29998779296875
2019-02-06,401.3500061035156
2019-02-07,400.54998779296875
2019-02-08,402.3999938964844
2019-02-11,401.3999938964844
2019-02-12,402.6499938964844
2019-02-13,404.29998779296875
2019-02-14,403.3999938964844
2019-02-15,404.75
2019-02-18,406.8999938964844
2019-02-19,409.54998779296875
2019-02-20,410.6499938964844
2019-02-21,407.3500061035156
2019-02-22,406.1499938964844
2019-02-25,406.54998779296875
2019-02-26,406.0
2019-02-27,403.6000061035156
2019-02-28,400.95001220703125
2019-03-01,398.29998779296875
2019-03-04,392.95001220703125
2019-03-05,394.20001220703125
2019-03-06,394.70001220703125
2019-03-07,396.6000061035156
2019-03-08,400.3500061035156
2019-03-11,399.0
2019-03-12,399.54998779296875
2019-03-13,402.20001220703125
2019-03-14,397.79998779296875
2019-03-15,399.25
2019-03-18,399.3500061035156
2019-03-19,399.6000061035156
2019-03-20,397.1000061035156
2019-03-21,397.1000061035156
2019-03-22,398.5
2019-03-25,400.3999938964844
2019-03-26,399.70001220703125
2019-03-27,398.70001220703125
2019-03-28,393.45001220703125
2019-03-29,394.0
2019-04-01,393.95001220703125
2019-04-02,394.25
2019-04-03,392.8999938964844
2019-04-04,393.25
2019-04-05,394.79998779296875
2019-04-08,395.8999938964844
2019-04-09,398.3500061035156
2019-04-10,400.0
2019-04-11,396.45001220703125
2019-04-12,394.6499938964844
2019-04-15,394.8999938964844
2019-04-16,392.1000061035156
2019-04-17,392.25
2019-04-18,394.95001220703125
2019-04-23,395.79998779296875
2019-04-24,396.95001220703125
2019-04-25,398.79998779296875
2019-04-26,400.20001220703125
2019-04-29,398.20001220703125
2019-04-30,398.8999938964844
2019-05-02,394.70001220703125
2019-05-03,398.20001220703125
2019-05-06,398.0
2019-05-07,400.25
2019-05-08,399.1499938964844
2019-05-09,398.1000061035156
2019-05-10,397.8500061035156
2019-05-13,399.6499938964844
2019-05-14,399.45001220703125
2019-05-15,398.8500061035156
2019-05-16,396.70001220703125
2019-05-17,394.1000061035156
2019-05-20,393.3999938964844
2019-05-21,393.04998779296875
2019-05-22,393.20001220703125
2019-05-23,395.1000061035156
2019-05-24,392.5
2019-05-27,393.25
2019-05-28,393.1000061035156
2019-05-29,394.79998779296875
2019-05-31,399.54998779296875
2019-06-03,402.5
2019-06-04,400.75
2019-06-05,402.70001220703125
2019-06-06,403.79998779296875
2019-06-07,405.1499938964844
2019-06-11,402.0
2019-06-12,405.79998779296875
2019-06-13,406.5
2019-06-14,411.6000061035156
2019-06-17,408.04998779296875
2019-06-18,412.0
2019-06-19,408.6499938964844
2019-06-20,414.5
2019-06-21,417.0
2019-06-24,418.8500061035156
2019-06-25,423.1499938964844
2019-06-26,419.3500061035156
2019-06-27,418.79998779296875
2019-06-28,419.3500061035156
2019-07-01,417.95001220703125
2019-07-02,421.0
2019-07-03,426.20001220703125
2019-07-04,425.1499938964844
2019-07-05,422.20001220703125
2019-07-08,422.75
2019-07-09,423.70001220703125
2019-07-10,424.95001220703125
2019-07-11,425.1000061035156
2019-07-12,423.1499938964844
2019-07-15,423.6000061035156
2019-07-16,425.20001220703125
2019-07-17,428.3999938964844
2019-07-18,429.04998779296875
2019-07-19,428.20001220703125
2019-07-22,426.79998779296875
2019-07-23,427.79998779296875
2019-07-24,428.04998779296875
2019-07-25,428.70001220703125
2019-07-26,430.20001220703125
2019-07-29,430.0
2019-07-30,432.20001220703125
2019-07-31,431.0
2019-08-02,433.1000061035156
2019-08-05,434.1000061035156
2019-08-06,439.0
2019-08-07,445.8999938964844
2019-08-08,445.54998779296875
2019-08-09,446.79998779296875
2019-08-12,444.3500061035156
2019-08-13,446.54998779296875
2019-08-14,450.70001220703125
2019-08-15,452.5
2019-08-16,451.1499938964844
2019-08-19,449.29998779296875
2019-08-20,449.20001220703125
2019-08-21,450.29998779296875
2019-08-22,450.6499938964844
2019-08-23,454.8500061035156
2019-08-26,457.5
2019-08-27,461.45001220703125
2019-08-28,460.54998779296875
2019-08-29,461.8999938964844
2019-08-30,462.1000061035156
2019-09-02,461.3500061035156
2019-09-03,466.20001220703125
2019-09-04,463.25
2019-09-05,457.3999938964844
2019-09-06,457.5
2019-09-09,453.6000061035156
2019-09-10,451.1000061035156
2019-09-11,452.20001220703125
2019-09-12,454.95001220703125
2019-09-13,450.20001220703125
2019-09-16,454.25
2019-09-17,455.3500061035156
2019-09-18,457.3999938964844
2019-09-19,452.95001220703125
2019-09-20,454.8999938964844
2019-09-23,459.1000061035156
2019-09-24,459.25
2019-09-25,458.75
2019-09-26,456.25
2019-09-27,450.79998779296875
2019-09-30,446.3999938964844
2019-10-01,450.20001220703125
2019-10-02,455.8999938964844
2019-10-03,458.6499938964844
2019-10-04,456.8500061035156
2019-10-07,454.79998779296875
2019-10-08,455.29998779296875
2019-10-09,457.3500061035156
2019-10-10,453.70001220703125
2019-10-11,449.8500061035156
2019-10-14,453.29998779296875
2019-10-15,451.3500061035156
2019-10-16,451.45001220703125
2019-10-17,449.3500061035156
2019-10-18,448.3500061035156
2019-10-21,447.6000061035156
2019-10-22,447.54998779296875
2019-10-23,450.75
2019-10-24,454.45001220703125
2019-10-25,456.8999938964844
2019-10-28,452.70001220703125
2019-10-29,451.45001220703125
2019-10-30,451.0
2019-10-31,454.20001220703125
2019-11-01,453.95001220703125
2019-11-04,453.95001220703125
2019-11-05,448.6000061035156
2019-11-06,450.3999938964844
2019-11-07,444.6499938964844
2019-11-08,446.1000061035156
2019-11-11,441.0
2019-11-12,439.5
2019-11-13,441.45001220703125
2019-11-14,442.8500061035156
2019-11-15,442.8999938964844
2019-11-18,443.5
2019-11-19,444.54998779296875
2019-11-20,444.0
2019-11-21,443.45001220703125
2019-11-22,444.75
2019-11-25,442.6000061035156
2019-11-26,443.95001220703125
2019-11-27,442.3999938964844
2019-11-28,443.04998779296875
2019-11-29,445.6000061035156
2019-12-02,442.1000061035156
2019-12-03,444.3999938964844
2019-12-04,443.3500061035156
2019-12-05,444.29998779296875
2019-12-06,440.45001220703125
2019-12-09,439.70001220703125
2019-12-10,438.8999938964844
2019-12-11,442.0
2019-12-12,440.70001220703125
2019-12-13,441.95001220703125
2019-12-16,441.8999938964844
2019-12-17,440.3999938964844
2019-12-18,440.6499938964844
2019-12-19,440.1499938964844
2019-12-20,441.70001220703125
2019-12-23,443.6000061035156
2019-12-27,449.04998779296875
2019-12-30,446.75
2020-01-03,457.75
2020-01-06,461.3500061035156
2020-01-07,464.3500061035156
2020-01-08,463.0
2020-01-09,458.45001220703125
2020-01-10,461.8999938964844
2020-01-13,458.20001220703125
2020-01-14,455.0
2020-01-15,455.20001220703125
2020-01-16,455.29998779296875
2020-01-17,458.8999938964844
2020-01-20,461.1000061035156
2020-01-21,458.8500061035156
2020-01-22,459.95001220703125
2020-01-23,462.0
2020-01-24,465.3999938964844
2020-01-27,467.5
2020-01-28,465.29998779296875
2020-01-29,466.75
2020-01-30,467.1000061035156
2020-01-31,465.29998779296875
2020-02-03,463.8500061035156
2020-02-04,459.25
2020-02-05,461.79998779296875
2020-02-06,464.70001220703125
2020-02-07,466.1499938964844
2020-02-10,468.8999938964844
2020-02-11,465.0
2020-02-12,466.95001220703125
2020-02-13,469.3999938964844
2020-02-14,472.5
2020-02-17,473.0
2020-02-18,479.3999938964844
2020-02-19,480.75
2020-02-20,485.5
2020-02-21,489.0
2020-02-24,497.5
2020-02-25,490.0
2020-02-26,486.8999938964844
2020-02-27,488.6499938964844
2020-02-28,467.5
2020-03-02,465.29998779296875
2020-03-03,477.20001220703125
2020-03-04,478.0
2020-03-05,479.1499938964844
2020-03-06,475.3500061035156
2020-03-09,471.0
2020-03-10,471.04998779296875
2020-03-11,472.0
2020-03-12,455.6000061035156
2020-03-13,441.5
2020-03-16,434.75
2020-03-17,449.3500061035156
2020-03-18,440.0
2020-03-19,441.45001220703125
2020-03-20,444.54998779296875
2020-03-23,463.0
2020-03-24,487.8999938964844
2020-03-25,483.75
2020-03-26,481.79998779296875
2020-03-27,474.5
2020-03-30,474.8500061035156
2020-03-31,474.0
2020-04-01,468.1000061035156
2020-04-02,476.75
2020-04-03,481.0
2020-04-06,490.8999938964844
2020-04-07,488.1000061035156
2020-04-08,486.04998779296875
2020-04-09,493.29998779296875
2020-04-14,507.0
2020-04-15,504.1000061035156
2020-04-16,508.20001220703125
2020-04-17,497.95001220703125
2020-04-20,498.29998779296875
2020-04-21,495.5
2020-04-22,503.79998779296875
2020-04-23,511.70001220703125
2020-04-24,508.70001220703125
2020-04-27,507.29998779296875
2020-04-28,504.1000061035156
2020-04-29,504.5
2020-04-30,500.70001220703125
2020-05-04,500.8999938964844
2020-05-05,503.0
2020-05-06,500.0
2020-05-07,506.20001220703125
2020-05-08,505.20001220703125
2020-05-11,502.6000061035156
2020-05-12,502.79998779296875
2020-05-13,506.79998779296875
2020-05-14,512.2000122070312
2020-05-15,516.0
2020-05-18,509.29998779296875
2020-05-19,514.2999877929688
2020-05-20,513.0
2020-05-22,512.0
2020-05-25,511.79998779296875
2020-05-26,503.70001220703125
2020-05-27,501.20001220703125
2020-05-28,504.79998779296875
2020-05-29,506.70001220703125
