,CSBGC0.SW
2017-08-03,97.88712310791016
2017-08-04,98.0518798828125
2017-08-07,98.01069641113281
2017-08-08,98.19189453125
2017-08-09,98.66144561767578
2017-08-10,98.6037826538086
2017-08-11,98.80972290039062
2017-08-14,98.87561798095703
2017-08-15,98.87561798095703
2017-08-16,98.28252410888672
2017-08-17,98.28252410888672
2017-08-18,98.55437469482422
2017-08-21,98.71910858154297
2017-08-22,98.7850112915039
2017-08-23,98.80972290039062
2017-08-24,98.90857696533203
2017-08-25,98.86737060546875
2017-08-28,98.75206756591797
2017-08-29,98.82621002197266
2017-08-30,98.77677917480469
2017-08-31,98.80972290039062
2017-09-01,98.70264434814453
2017-09-04,98.68617248535156
2017-09-05,98.81797790527344
2017-09-06,98.64498138427734
2017-09-07,98.90033721923828
2017-09-08,98.8921127319336
2017-09-11,98.77677917480469
2017-09-12,98.13424682617188
2017-09-13,98.21661376953125
2017-09-14,97.89534759521484
2017-09-15,97.94477081298828
2017-09-18,97.7470703125
2017-09-19,97.80473327636719
2017-09-20,97.78826904296875
2017-09-21,97.67293548583984
2017-09-22,97.70588684082031
2017-09-25,97.86241912841797
2017-09-26,97.8294677734375
2017-09-27,97.44229888916016
2017-09-28,97.3846435546875
2017-09-29,97.54114532470703
2017-10-02,97.62352752685547
2017-10-03,97.3846435546875
2017-10-04,97.20337677001953
2017-10-05,97.56584930419922
2017-10-06,97.24458312988281
2017-10-09,97.8294677734375
2017-10-10,97.64825439453125
2017-10-11,97.62352752685547
2017-10-12,97.61528015136719
2017-10-13,97.77179718017578
2017-10-16,97.93653869628906
2017-10-17,97.77179718017578
2017-10-18,98.01891326904297
2017-10-19,98.01891326904297
2017-10-20,97.67293548583984
2017-10-23,97.76355743408203
2017-10-24,97.53290557861328
2017-10-25,97.41756439208984
2017-10-26,97.6564712524414
2017-10-27,97.7306137084961
2017-10-30,97.82122039794922
2017-10-31,98.13424682617188
2017-11-01,98.01891326904297
2017-11-02,98.0518798828125
2017-11-03,97.94477081298828
2017-11-06,98.31549072265625
2017-11-07,98.4061050415039
2017-11-08,98.58731842041016
2017-11-09,98.06011199951172
2017-11-10,98.06011199951172
2017-11-13,98.01069641113281
2017-11-14,98.1754379272461
2017-11-15,98.29901885986328
2017-11-16,98.01891326904297
2017-11-17,98.03538513183594
2017-11-20,98.19189453125
2017-11-21,98.6202621459961
2017-11-22,98.55437469482422
2017-11-23,98.2742919921875
2017-11-24,98.50495147705078
2017-11-27,98.50495147705078
2017-11-28,98.4637451171875
2017-11-29,98.22486877441406
2017-11-30,98.0518798828125
2017-12-01,98.22486877441406
2017-12-04,98.5625991821289
2017-12-05,98.48844146728516
2017-12-06,98.6367416381836
2017-12-07,98.90033721923828
2017-12-08,98.90857696533203
2017-12-11,98.97447204589844
2017-12-12,98.76854705810547
2017-12-13,98.80149841308594
2017-12-14,98.5955581665039
2017-12-15,99.00743865966797
2017-12-18,98.85093688964844
2017-12-19,98.7850112915039
2017-12-20,98.31549072265625
2017-12-21,98.53787994384766
2017-12-22,98.26604461669922
2017-12-27,98.6202621459961
2017-12-28,98.68617248535156
2017-12-29,98.24132537841797
2018-01-03,98.6367416381836
2018-01-04,98.71910858154297
2018-01-05,98.57084655761719
2018-01-08,98.8344497680664
2018-01-09,98.6367416381836
2018-01-10,98.25782012939453
2018-01-11,97.87889099121094
2018-01-12,97.4834976196289
2018-01-15,97.71412658691406
2018-01-16,97.89693450927734
2018-01-17,97.91352844238281
2018-01-18,97.81383514404297
2018-01-19,97.76399230957031
2018-01-22,97.58120727539062
2018-01-23,97.4482421875
2018-01-24,97.33190155029297
2018-01-25,97.01618194580078
2018-01-26,97.19895935058594
2018-01-29,96.56748962402344
2018-01-30,96.8333511352539
2018-01-31,96.61734771728516
2018-02-01,96.63396453857422
2018-02-02,96.218505859375
2018-02-05,96.25172424316406
2018-02-06,96.48439025878906
2018-02-07,96.0855484008789
2018-02-08,95.88615417480469
2018-02-09,96.13540649414062
2018-02-12,96.03572082519531
2018-02-13,96.16864776611328
2018-02-14,96.0689468383789
2018-02-15,95.90275573730469
2018-02-16,96.25172424316406
2018-02-19,96.218505859375
2018-02-20,96.35144805908203
2018-02-21,96.5841064453125
2018-02-22,96.33482360839844
2018-02-23,96.75027465820312
2018-02-26,96.8001480102539
2018-02-27,96.8333511352539
2018-02-28,97.06605529785156
2018-03-01,97.18235778808594
2018-03-02,97.18235778808594
2018-03-05,97.19895935058594
2018-03-06,96.86661529541016
2018-03-07,96.84999084472656
2018-03-08,96.70042419433594
2018-03-09,96.86661529541016
2018-03-12,96.94969940185547
2018-03-13,96.81675720214844
2018-03-14,96.78352355957031
2018-03-15,96.89983367919922
2018-03-16,96.8333511352539
2018-03-19,96.78352355957031
2018-03-20,96.76691436767578
2018-03-21,96.96630859375
2018-03-22,97.11585235595703
2018-03-23,97.14911651611328
2018-03-26,97.13249969482422
2018-03-27,97.06605529785156
2018-03-28,97.36514282226562
2018-03-29,97.33190155029297
2018-04-03,97.54794311523438
2018-04-04,97.79722595214844
2018-04-05,97.28207397460938
2018-04-06,97.53131866455078
2018-04-09,97.41500854492188
2018-04-10,97.31527709960938
2018-04-11,97.63101959228516
2018-04-12,97.38176727294922
2018-04-13,97.29869079589844
2018-04-16,97.38176727294922
2018-04-17,97.21559143066406
2018-04-18,97.19895935058594
2018-04-19,96.63396453857422
2018-04-20,96.56748962402344
2018-04-23,96.43453216552734
2018-04-24,96.38468933105469
2018-04-25,96.1852798461914
2018-04-26,96.50101470947266
2018-04-27,96.93309020996094
2018-04-30,96.99955749511719
2018-05-02,96.66719055175781
2018-05-03,97.23221588134766
2018-05-04,97.31527709960938
2018-05-07,97.24881744384766
2018-05-08,97.28207397460938
2018-05-09,97.06605529785156
2018-05-11,97.21559143066406
2018-05-14,96.73365783691406
2018-05-15,96.25172424316406
2018-05-16,96.25172424316406
2018-05-17,96.13540649414062
2018-05-18,96.35144805908203
2018-05-22,96.73365783691406
2018-05-23,96.9829330444336
2018-05-24,97.0992660522461
2018-05-25,97.26544189453125
2018-05-28,97.98001098632812
2018-05-29,98.47856140136719
2018-05-30,98.42871856689453
2018-05-31,98.09632873535156
2018-06-01,97.84707641601562
2018-06-04,97.93016052246094
2018-06-05,98.12958526611328
2018-06-06,97.19895935058594
2018-06-07,97.0826187133789
2018-06-08,97.26544189453125
2018-06-11,97.01618194580078
2018-06-12,97.01618194580078
2018-06-13,97.01618194580078
2018-06-14,97.56455993652344
2018-06-15,97.88031005859375
2018-06-18,97.88031005859375
2018-06-19,97.73074340820312
2018-06-20,97.63101959228516
2018-06-21,98.02986907958984
2018-06-22,97.99664306640625
2018-06-25,98.04647064208984
2018-06-26,97.76399230957031
2018-06-27,97.76399230957031
2018-06-28,98.16281127929688
2018-06-29,98.0630874633789
2018-07-02,98.37884521484375
2018-07-03,98.16281127929688
2018-07-04,98.49518585205078
2018-07-05,98.46194458007812
2018-07-06,98.27913665771484
2018-07-09,97.99664306640625
2018-07-10,97.89693450927734
2018-07-11,97.98001098632812
2018-07-12,98.02986907958984
2018-07-13,98.17943572998047
2018-07-16,97.93016052246094
2018-07-17,97.64522552490234
2018-07-18,98.01395416259766
2018-07-19,98.06425476074219
2018-07-20,97.99720764160156
2018-07-23,97.8296127319336
2018-07-24,97.77932739257812
2018-07-25,97.5614242553711
2018-07-26,97.89665222167969
2018-07-27,97.71227264404297
2018-07-30,97.3770751953125
2018-07-31,97.31005096435547
2018-08-02,97.46088409423828
2018-08-03,97.41059875488281
2018-08-06,97.7625732421875
2018-08-07,97.7625732421875
2018-08-08,97.52792358398438
2018-08-09,97.93016052246094
2018-08-10,98.11453247070312
2018-08-13,98.13128662109375
2018-08-14,98.19831848144531
2018-08-15,98.3826904296875
2018-08-16,98.43297576904297
2018-08-17,98.53353881835938
2018-08-20,98.6005859375
2018-08-21,98.3659439086914
2018-08-22,98.5000228881836
2018-08-23,98.5000228881836
2018-08-24,98.3659439086914
2018-08-27,98.265380859375
2018-08-28,98.18156433105469
2018-08-29,98.18156433105469
2018-08-30,98.23184204101562
2018-08-31,98.3156509399414
2018-09-03,98.19831848144531
2018-09-04,97.9468994140625
2018-09-05,98.08099365234375
2018-09-06,98.13128662109375
2018-09-07,97.7625732421875
2018-09-10,97.87989044189453
2018-09-11,97.4273452758789
2018-09-12,97.52792358398438
2018-09-13,97.77932739257812
2018-09-14,97.62847900390625
2018-09-17,97.20946502685547
2018-09-18,97.29326629638672
2018-09-19,97.12567901611328
2018-09-20,96.92457580566406
2018-09-21,96.89103698730469
2018-09-24,96.85751342773438
2018-09-25,96.87428283691406
2018-09-26,96.80724334716797
2018-09-27,96.80724334716797
2018-09-28,96.84075164794922
2018-10-01,96.94131469726562
2018-10-02,97.09214782714844
2018-10-03,96.89103698730469
2018-10-04,96.82398986816406
2018-10-05,96.57259368896484
2018-10-08,96.67317962646484
2018-10-09,96.50553894042969
2018-10-10,96.3882064819336
2018-10-11,96.23737335205078
2018-10-12,96.27088165283203
2018-10-15,96.60611724853516
2018-10-16,96.6563949584961
2018-10-17,96.68991088867188
2018-10-18,96.92457580566406
2018-10-19,97.12567901611328
2018-10-22,96.80724334716797
2018-10-23,97.04187774658203
2018-10-24,97.3603286743164
2018-10-25,97.4273452758789
2018-10-26,97.5614242553711
2018-10-29,97.39384460449219
2018-10-30,97.5614242553711
2018-10-31,97.25975036621094
2018-11-01,97.19271087646484
2018-11-02,97.09214782714844
2018-11-05,97.10892486572266
2018-11-06,97.29326629638672
2018-11-07,97.09214782714844
2018-11-08,96.79045104980469
2018-11-09,97.24298858642578
2018-11-12,97.09214782714844
2018-11-13,97.29326629638672
2018-11-14,97.3267822265625
2018-11-15,97.59495544433594
2018-11-16,97.24298858642578
2018-11-19,97.25975036621094
2018-11-20,97.4273452758789
2018-11-21,97.66200256347656
2018-11-22,97.54468536376953
2018-11-23,97.99720764160156
2018-11-26,97.91339111328125
2018-11-27,98.01395416259766
2018-11-28,97.69552612304688
2018-11-29,98.08099365234375
2018-11-30,98.19831848144531
2018-12-03,98.13128662109375
2018-12-04,98.46649932861328
2018-12-05,98.5000228881836
2018-12-06,98.7178955078125
2018-12-07,98.78494262695312
2018-12-10,98.81844329833984
2018-12-11,98.3826904296875
2018-12-12,98.63410186767578
2018-12-13,98.55030059814453
2018-12-14,98.70115661621094
2018-12-17,98.55030059814453
2018-12-18,98.63410186767578
2018-12-19,99.00282287597656
2018-12-20,99.30451202392578
2018-12-21,99.1536636352539
2018-12-27,99.58943176269531
2018-12-28,99.58943176269531
2019-01-03,100.1089859008789
2019-01-04,99.80731201171875
2019-01-07,99.67322540283203
2019-01-08,99.3212661743164
2019-01-09,99.25422668457031
2019-01-10,99.25422668457031
2019-01-11,99.1201400756836
2019-01-14,99.42182922363281
2019-01-15,99.47256469726562
2019-01-16,99.28657531738281
2019-01-17,99.30347442626953
2019-01-18,98.8469467163086
2019-01-21,99.16822052001953
2019-01-22,99.2696533203125
2019-01-23,99.37109375
2019-01-24,99.79383087158203
2019-01-25,99.32038879394531
2019-01-28,99.48945617675781
2019-01-29,99.60781860351562
2019-01-30,99.96289825439453
2019-01-31,100.28414916992188
2019-02-01,100.04743194580078
2019-02-04,99.9291000366211
2019-02-05,99.96289825439453
2019-02-06,100.04743194580078
2019-02-07,100.35177612304688
2019-02-08,100.4870376586914
2019-02-11,100.58850860595703
2019-02-12,100.11507415771484
2019-02-13,100.26724243164062
2019-02-14,100.52086639404297
2019-02-15,100.622314453125
2019-02-18,100.28414916992188
2019-02-19,100.52086639404297
2019-02-20,100.65615844726562
2019-02-21,100.5546875
2019-02-22,100.65615844726562
2019-02-25,100.31796264648438
2019-02-26,100.63922882080078
2019-02-27,100.31796264648438
2019-02-28,99.96289825439453
2019-03-01,99.96289825439453
2019-03-04,99.7599868774414
2019-03-05,99.94598388671875
2019-03-06,100.28414916992188
2019-03-07,100.5546875
2019-03-08,101.06196594238281
2019-03-11,101.07886505126953
2019-03-12,100.99430084228516
2019-03-13,100.74069213867188
2019-03-14,100.84214782714844
2019-03-15,100.75758361816406
2019-03-18,100.92666625976562
2019-03-19,100.43634033203125
2019-03-20,100.87596130371094
2019-03-21,101.29865264892578
2019-03-22,101.87355041503906
2019-03-25,101.7044677734375
2019-03-26,101.4170150756836
2019-03-27,101.87355041503906
2019-03-28,101.53538513183594
2019-03-29,101.19723510742188
2019-04-01,100.70687866210938
2019-04-02,101.06196594238281
2019-04-03,100.57161712646484
2019-04-04,100.68997192382812
2019-04-05,100.40251159667969
2019-04-08,100.4870376586914
2019-04-09,100.38560485839844
2019-04-10,100.45323181152344
2019-04-11,100.58850860595703
2019-04-12,100.40251159667969
2019-04-15,100.1996078491211
2019-04-16,100.1996078491211
2019-04-17,99.9967041015625
2019-04-18,100.28414916992188
2019-04-23,100.45323181152344
2019-04-24,100.84214782714844
2019-04-25,100.75758361816406
2019-04-26,100.75758361816406
2019-04-29,100.52086639404297
2019-04-30,100.21652221679688
2019-05-02,100.65615844726562
2019-05-03,100.38560485839844
2019-05-06,100.70687866210938
2019-05-07,100.63922882080078
2019-05-08,100.99430084228516
2019-05-09,100.79142761230469
2019-05-10,101.02812957763672
2019-05-13,101.12957763671875
2019-05-14,101.0450439453125
2019-05-15,101.61991119384766
2019-05-16,101.3493881225586
2019-05-17,101.48465728759766
2019-05-20,101.38320922851562
2019-05-21,100.94359588623047
2019-05-22,101.38320922851562
2019-05-23,101.58612060546875
2019-05-24,101.78902435302734
2019-05-27,101.56919860839844
2019-05-28,101.67064666748047
2019-05-29,102.14409637451172
2019-05-31,102.34697723388672
2019-06-03,102.29627990722656
2019-06-04,102.29627990722656
2019-06-05,102.53299713134766
2019-06-06,102.63444519042969
2019-06-07,102.58370208740234
2019-06-11,102.3977279663086
2019-06-12,102.24552917480469
2019-06-13,102.09336853027344
2019-06-14,102.2286148071289
2019-06-17,102.31317138671875
2019-06-18,102.68515014648438
2019-06-19,102.56681060791016
2019-06-20,102.4991683959961
2019-06-21,102.27935791015625
2019-06-24,102.70207214355469
2019-06-25,102.60062408447266
2019-06-26,102.68515014648438
2019-06-27,102.58370208740234
2019-06-28,102.92188262939453
2019-07-01,103.02332305908203
2019-07-02,102.92188262939453
2019-07-03,103.69966888427734
2019-07-04,104.00401306152344
2019-07-05,103.63204193115234
2019-07-08,103.73348236083984
2019-07-09,103.41224670410156
2019-07-10,102.93880462646484
2019-07-11,102.6175308227539
2019-07-12,102.262451171875
2019-07-15,102.76970672607422
2019-07-16,102.85498046875
2019-07-17,103.2472915649414
2019-07-18,103.2472915649414
2019-07-19,103.60550689697266
2019-07-22,103.65667724609375
2019-07-23,103.759033203125
2019-07-24,103.96370697021484
2019-07-25,104.0660629272461
2019-07-26,103.9978256225586
2019-07-29,104.54366302490234
2019-07-30,104.37307739257812
2019-07-31,104.9700698852539
2019-08-02,105.63530731201172
2019-08-05,106.0105972290039
2019-08-06,105.99349975585938
2019-08-07,107.17047882080078
2019-08-08,106.64169311523438
2019-08-09,106.96577453613281
2019-08-12,107.01695251464844
2019-08-13,107.323974609375
2019-08-14,107.83570098876953
2019-08-15,108.33037567138672
2019-08-16,108.67151641845703
2019-08-19,107.9209976196289
2019-08-20,108.38152313232422
2019-08-21,107.40927124023438
2019-08-22,106.60755157470703
2019-08-23,106.74404907226562
2019-08-26,106.8293228149414
2019-08-27,107.4604263305664
2019-08-28,107.8868637084961
2019-08-29,107.4604263305664
2019-08-30,107.75041198730469
2019-09-02,107.57984161376953
2019-09-03,107.71630096435547
2019-09-04,107.22164154052734
2019-09-05,106.47112274169922
2019-09-06,106.60755157470703
2019-09-09,106.24937438964844
2019-09-10,106.0105972290039
2019-09-11,105.37945556640625
2019-09-12,104.90185546875
2019-09-13,104.28778839111328
2019-09-16,104.47543334960938
2019-09-17,104.68009948730469
2019-09-18,105.19181060791016
2019-09-19,104.64599609375
2019-09-20,104.73129272460938
2019-09-23,105.37945556640625
2019-09-24,105.37945556640625
2019-09-25,105.58414459228516
2019-09-26,105.39652252197266
2019-09-27,105.26007080078125
2019-09-30,104.69717407226562
2019-10-01,104.66305541992188
2019-10-02,104.56070709228516
2019-10-03,105.26007080078125
2019-10-04,105.39652252197266
2019-10-07,105.19181060791016
2019-10-08,105.20886993408203
2019-10-09,104.93595886230469
2019-10-10,104.35603332519531
2019-10-11,103.50316619873047
2019-10-14,104.03193664550781
2019-10-15,103.87842559814453
2019-10-16,103.38375854492188
2019-10-17,103.28142547607422
2019-10-18,103.19615173339844
2019-10-21,102.51383209228516
2019-10-22,103.11083984375
2019-10-23,103.33261108398438
2019-10-24,103.23025512695312
2019-10-25,103.09379577636719
2019-10-28,102.34326934814453
2019-10-29,102.54795837402344
2019-10-30,102.2750473022461
2019-10-31,103.05968475341797
2019-11-01,102.34326934814453
2019-11-04,102.12152099609375
2019-11-05,101.8827133178711
2019-11-06,101.59276580810547
2019-11-07,101.28572082519531
2019-11-08,101.23454284667969
2019-11-11,101.45631408691406
2019-11-12,101.0639877319336
2019-11-13,101.91683959960938
2019-11-14,102.44562530517578
2019-11-15,102.44562530517578
2019-11-18,102.56501007080078
2019-11-19,102.6161880493164
2019-11-20,102.54795837402344
2019-11-21,102.44562530517578
2019-11-22,102.82087707519531
2019-11-25,103.12789154052734
2019-11-26,103.23025512695312
2019-11-27,103.43494415283203
2019-11-28,103.23025512695312
2019-11-29,103.36669158935547
2019-12-02,103.1790771484375
2019-12-03,103.36669158935547
2019-12-04,103.33261108398438
2019-12-05,103.31554412841797
2019-12-06,103.05968475341797
2019-12-09,103.09379577636719
2019-12-10,102.83793640136719
2019-12-11,103.19615173339844
2019-12-12,102.75265502929688
2019-12-13,102.95735168457031
2019-12-16,102.83793640136719
2019-12-17,102.76969909667969
2019-12-18,102.9402847290039
2019-12-19,102.54795837402344
2019-12-20,102.32621002197266
2019-12-23,102.63323974609375
2019-12-27,102.42855834960938
2019-12-30,101.89979553222656
2020-01-03,102.71855163574219
2020-01-06,103.26435852050781
2020-01-07,103.26435852050781
2020-01-08,103.02556610107422
2020-01-09,102.73558807373047
2020-01-10,102.42855834960938
2020-01-13,102.4968032836914
2020-01-14,102.63323974609375
2020-01-15,103.0426254272461
2020-01-16,103.23025512695312
2020-01-17,103.31554412841797
2020-01-20,103.33261108398438
2020-01-21,103.77984619140625
2020-01-22,103.883056640625
2020-01-23,103.98628997802734
2020-01-24,104.41632843017578
2020-01-27,104.57112884521484
2020-01-28,104.2787094116211
2020-01-29,104.65715026855469
2020-01-30,104.65715026855469
2020-01-31,104.89799499511719
2020-02-03,104.77758026123047
2020-02-04,104.51953125
2020-02-05,103.9346694946289
2020-02-06,104.07228088378906
2020-02-07,104.31312561035156
2020-02-10,104.34752655029297
2020-02-11,104.45072937011719
2020-02-12,103.98628997802734
2020-02-13,104.41632843017578
2020-02-14,104.51953125
2020-02-17,104.50232696533203
2020-02-18,104.38191986083984
2020-02-19,104.50232696533203
2020-02-20,104.82917022705078
2020-02-21,104.98397827148438
2020-02-24,105.07000732421875
2020-02-25,105.44844055175781
2020-02-26,105.3280258178711
2020-02-27,105.75806427001953
2020-02-28,105.44844055175781
2020-03-02,106.0333023071289
2020-03-03,105.34524536132812
2020-03-04,105.3280258178711
2020-03-05,105.50006866455078
2020-03-06,105.56885528564453
2020-03-09,107.09983825683594
2020-03-10,106.2225341796875
2020-03-11,105.96448516845703
2020-03-12,105.39683532714844
2020-03-13,103.69384002685547
2020-03-16,102.64449310302734
2020-03-17,102.3520736694336
2020-03-18,101.88761901855469
2020-03-19,100.01261138916016
2020-03-20,100.8727035522461
2020-03-23,100.95872497558594
2020-03-24,101.30277252197266
2020-03-25,100.99312591552734
2020-03-26,101.25113677978516
2020-03-27,101.87042999267578
2020-03-30,102.1628646850586
2020-03-31,101.92201232910156
2020-04-01,101.38876342773438
2020-04-02,101.75000762939453
2020-04-03,101.56078338623047
2020-04-06,100.64906311035156
2020-04-07,100.76948547363281
2020-04-08,100.02981567382812
2020-04-09,101.37156677246094
2020-04-14,101.7155990600586
2020-04-15,102.0252456665039
2020-04-16,101.59518432617188
2020-04-17,101.95643615722656
2020-04-20,102.54129028320312
2020-04-21,102.11123657226562
2020-04-22,102.05964660644531
2020-04-23,101.97364044189453
2020-04-24,102.18006134033203
2020-04-27,102.0252456665039
2020-04-28,102.1284408569336
2020-04-29,102.47249603271484
2020-04-30,103.05735778808594
2020-05-04,102.69610595703125
2020-05-05,102.71332550048828
2020-05-06,102.71332550048828
2020-05-07,102.71332550048828
2020-05-08,102.69610595703125
2020-05-11,102.69610595703125
2020-05-12,102.97136688232422
2020-05-13,102.85094451904297
2020-05-14,102.76492309570312
2020-05-15,102.71332550048828
2020-05-18,103.00575256347656
2020-05-19,102.73051452636719
2020-05-20,102.47249603271484
2020-05-22,102.45530700683594
2020-05-25,102.67890930175781
2020-05-26,101.99082946777344
2020-05-27,102.1284408569336
2020-05-28,102.18006134033203
2020-05-29,102.31766510009766
2020-06-02,101.93923950195312
2020-06-03,101.56078338623047
2020-06-04,101.25113677978516
2020-06-05,100.95872497558594
2020-06-08,101.0619125366211
2020-06-09,100.63186645507812
2020-06-10,100.64906311035156
2020-06-11,102.04243469238281
2020-06-12,102.11123657226562
2020-06-15,102.05964660644531
2020-06-16,101.64679718017578
2020-06-17,101.64679718017578
2020-06-18,101.90483093261719
2020-06-19,101.80162048339844
2020-06-22,101.88761901855469
2020-06-23,101.62958526611328
2020-06-24,101.42315673828125
2020-06-25,101.97364044189453
2020-06-26,101.73280334472656
2020-06-29,101.7672119140625
2020-06-30,101.80162048339844
2020-07-01,101.33715057373047
2020-07-02,101.68121337890625
2020-07-03,101.73280334472656
2020-07-06,101.25113677978516
2020-07-07,101.28555297851562
2020-07-08,101.6983871459961
2020-07-09,101.99082946777344
2020-07-10,102.33489227294922
2020-07-13,101.52638244628906
2020-07-14,101.93923950195312
2020-07-15,101.92201232910156
2020-07-16,102.19723510742188
2020-07-17,101.7672119140625
2020-07-20,102.09406280517578
2020-07-21,102.02461242675781
2020-07-22,102.5106201171875
2020-07-23,103.0710678100586
2020-07-24,103.2462158203125
2020-07-27,103.4213638305664
2020-07-28,103.4738998413086
2020-07-29,103.64904022216797
2020-07-30,103.84168243408203
2020-07-31,103.38631439208984
2020-08-03,103.66656494140625
2020-08-04,103.56146240234375
2020-08-05,103.33378601074219
2020-08-06,103.26373291015625
2020-08-07,103.56146240234375
2020-08-10,103.63151550292969
2020-08-11,103.10610961914062
2020-08-12,103.0710678100586
2020-08-13,102.63320922851562
2020-08-14,102.5106201171875
2020-08-17,102.86088562011719
2020-08-18,102.84339904785156
2020-08-19,103.22869873046875
2020-08-20,103.35130310058594
2020-08-21,103.49140930175781
2020-08-24,103.29875946044922
2020-08-25,102.86088562011719
2020-08-26,102.42304992675781
2020-08-27,102.35299682617188
2020-08-28,102.42304992675781
2020-08-31,102.3004379272461
2020-09-01,102.31795501708984
2020-09-02,102.77334594726562
2020-09-03,102.96598815917969
2020-09-04,102.87842559814453
2020-09-07,102.77334594726562
2020-09-08,103.05354309082031
2020-09-09,102.63320922851562
2020-09-10,102.75582122802734
2020-09-11,103.00100708007812
2020-09-14,102.72078704833984
2020-09-15,103.05354309082031
2020-09-16,103.17613983154297
2020-09-17,103.17613983154297
2020-09-18,103.10610961914062
2020-09-21,103.12361907958984
2020-09-22,102.87842559814453
2020-09-23,103.12361907958984
2020-09-24,103.31626892089844
2020-09-25,103.10610961914062
2020-09-28,103.33378601074219
2020-09-29,103.17613983154297
2020-09-30,103.4388656616211
2020-10-01,103.4388656616211
2020-10-02,103.17613983154297
2020-10-05,103.08856964111328
2020-10-06,103.38631439208984
2020-10-07,103.03604888916016
2020-10-08,103.33378601074219
2020-10-09,103.21118927001953
2020-10-12,103.05354309082031
2020-10-13,103.28125
2020-10-14,103.33378601074219
2020-10-15,103.68407440185547
2020-10-16,103.8066635131836
2020-10-19,103.45637512207031
2020-10-20,103.66656494140625
2020-10-21,103.57896423339844
2020-10-22,103.4213638305664
2020-10-23,103.22869873046875
2020-10-26,103.31626892089844
2020-10-27,103.63151550292969
2020-10-28,103.36880493164062
2020-10-29,103.71910095214844
2020-10-30,103.35130310058594
2020-11-02,103.4388656616211
2020-11-03,103.05354309082031
2020-11-04,103.45637512207031
2020-11-05,103.15865325927734
2020-11-06,103.15865325927734
2020-11-09,102.54564666748047
2020-11-10,102.40552520751953
2020-11-11,102.59819030761719
2020-11-12,102.89591979980469
2020-11-13,102.80836486816406
2020-11-16,103.0710678100586
2020-11-17,102.77334594726562
2020-11-18,102.91343688964844
2020-11-19,103.14112854003906
2020-11-20,102.89591979980469
2020-11-23,103.14112854003906
2020-11-24,102.75582122802734
2020-11-25,103.0710678100586
2020-11-26,103.2462158203125
2020-11-27,103.08856964111328
2020-11-30,103.12361907958984
2020-12-01,103.12361907958984
2020-12-02,103.22869873046875
2020-12-03,103.52643585205078
2020-12-04,103.50890350341797
2020-12-07,103.4213638305664
2020-12-08,103.4213638305664
2020-12-09,103.52643585205078
2020-12-10,103.66656494140625
2020-12-11,103.87672424316406
2020-12-14,103.50890350341797
2020-12-15,103.75411987304688
2020-12-16,103.49140930175781
2020-12-17,103.49140930175781
2020-12-18,103.68407440185547
2020-12-21,103.35130310058594
2020-12-22,103.36880493164062
2020-12-23,103.10610961914062
2020-12-28,103.22869873046875
2020-12-29,103.52643585205078
2020-12-30,103.35130310058594
2021-01-04,103.73660278320312
2021-01-05,103.57896423339844
2021-01-06,103.57896423339844
2021-01-07,103.33378601074219
2021-01-08,103.22869873046875
2021-01-11,103.33378601074219
2021-01-12,102.9834976196289
2021-01-13,103.03604888916016
2021-01-14,102.94847106933594
2021-01-15,103.10610961914062
2021-01-18,102.86088562011719
2021-01-19,102.80795288085938
2021-01-20,103.16094970703125
2021-01-21,103.64116668701172
2021-01-22,103.7479019165039
2021-01-25,103.73009490966797
2021-01-26,103.87238311767578
2021-01-27,104.06804656982422
2021-01-28,103.89018249511719
2021-01-29,103.40994262695312
2021-02-01,103.62336730957031
2021-02-02,103.19649505615234
2021-02-03,103.3743667602539
2021-02-04,103.1253662109375
2021-02-05,102.76963806152344
2021-02-08,102.85858154296875
2021-02-09,102.8763656616211
2021-02-10,102.98309326171875
2021-02-11,102.85858154296875
2021-02-12,102.76963806152344
2021-02-15,102.23603820800781
2021-02-16,102.09376525878906
2021-02-17,102.48506164550781
2021-02-18,102.30720520019531
2021-02-19,102.11153411865234
2021-02-22,102.39612579345703
2021-02-23,101.9158935546875
2021-02-24,101.95145416259766
2021-02-25,101.29337310791016
2021-02-26,101.64908599853516
2021-03-01,102.32498168945312
2021-03-02,102.32498168945312
2021-03-03,101.89810943603516
2021-03-04,102.25382995605469
2021-03-05,101.95145416259766
2021-03-08,102.05816650390625
2021-03-09,102.20049285888672
2021-03-10,102.27162170410156
2021-03-11,102.32498168945312
2021-03-12,101.70245361328125
2021-03-15,102.21826934814453
2021-03-16,102.32498168945312
2021-03-17,102.0404052734375
2021-03-18,101.80917358398438
2021-03-19,102.1648941040039
2021-03-22,102.2894058227539
2021-03-23,102.1648941040039
2021-03-24,102.23603820800781
2021-03-25,102.59178924560547
2021-03-26,102.73405456542969
2021-03-29,102.59178924560547
2021-03-30,102.37833404541016
2021-03-31,102.1648941040039
2021-04-01,102.46727752685547
2021-04-06,102.37833404541016
2021-04-07,102.32498168945312
2021-04-08,102.36054229736328
2021-04-09,102.09376525878906
2021-04-12,101.68467712402344
2021-04-13,101.57795715332031
2021-04-14,102.0404052734375
2021-04-15,102.05816650390625
2021-04-16,102.02261352539062
2021-04-19,101.84474182128906
2021-04-20,101.84474182128906
2021-04-21,102.23603820800781
2021-04-22,102.02261352539062
2021-04-23,102.1648941040039
2021-04-26,102.12931823730469
