,CHSRI.SW
2020-08-28,13.18002700805664
2020-08-31,13.134769439697266
2020-09-01,13.188730239868164
2020-09-02,13.460265159606934
2020-09-03,13.124323844909668
2020-09-04,12.967668533325195
2020-09-07,13.300127029418945
2020-09-08,13.120845794677734
2020-09-09,13.25487232208252
2020-09-10,13.286202430725098
2020-09-11,13.314055442810059
2020-09-14,13.381937980651855
2020-09-15,13.475932121276855
2020-09-16,13.53685474395752
2020-09-17,13.481154441833496
2020-09-18,13.510744094848633
2020-09-21,13.176546096801758
2020-09-22,13.237467765808105
2020-09-23,13.200911521911621
2020-09-24,13.08428955078125
2020-09-25,13.093158721923828
2020-09-28,13.373395919799805
2020-09-29,13.314866065979004
2020-09-30,13.440794944763184
2020-10-01,13.389358520507812
2020-10-02,13.40532398223877
2020-10-05,13.529479026794434
2020-10-06,13.439023971557617
2020-10-07,13.391134262084961
2020-10-08,13.554311752319336
2020-10-09,13.570272445678711
2020-10-12,13.660731315612793
2020-10-13,13.742318153381348
2020-10-14,13.658956527709961
2020-10-15,13.389358520507812
2020-10-16,13.550764083862305
2020-10-19,13.488686561584473
2020-10-20,13.568499565124512
2020-10-21,13.394680976867676
2020-10-22,13.371623039245605
2020-10-23,13.345020294189453
2020-10-26,13.190710067749023
2020-10-27,13.190710067749023
2020-10-28,12.807600975036621
2020-10-29,12.832432746887207
2020-10-30,12.750843048095703
2020-11-02,12.997381210327148
2020-11-03,13.252788543701172
2020-11-04,13.563178062438965
2020-11-05,13.712164878845215
2020-11-06,13.729903221130371
2020-11-09,13.854060173034668
2020-11-10,13.660731315612793
2020-11-11,13.953384399414062
2020-11-12,13.859380722045898
2020-11-13,13.884210586547852
2020-11-16,14.04206657409668
2020-11-17,13.958704948425293
2020-11-18,13.951610565185547
2020-11-19,13.859380722045898
2020-11-20,13.884210586547852
2020-11-23,13.898401260375977
2020-11-24,13.802621841430664
2020-11-25,13.806169509887695
2020-11-26,13.854060173034668
2020-11-27,13.912590026855469
2020-11-30,13.96402645111084
2020-12-01,13.92855453491211
2020-12-02,13.839868545532227
2020-12-03,13.752960205078125
2020-12-04,13.722807884216309
2020-12-07,13.760056495666504
2020-12-08,13.736997604370117
2020-12-09,13.786660194396973
2020-12-10,13.758282661437988
2020-12-11,13.703299522399902
2020-12-14,13.68378734588623
2020-12-15,13.715713500976562
2020-12-16,13.831002235412598
2020-12-17,13.923232078552246
2020-12-18,13.875343322753906
2020-12-21,13.60219955444336
2020-12-22,13.777790069580078
2020-12-23,13.804396629333496
2020-12-28,14.068673133850098
2020-12-29,14.166224479675293
2020-12-30,14.166224479675293
2021-01-04,14.192829132080078
2021-01-05,14.194602012634277
2021-01-06,14.175091743469238
2021-01-07,14.309890747070312
2021-01-08,14.41631031036377
2021-01-11,14.361327171325684
2021-01-12,14.361327171325684
2021-01-13,14.457103729248047
2021-01-14,14.473065376281738
2021-01-15,14.31698226928711
2021-01-18,14.437594413757324
2021-01-19,14.379064559936523
2021-01-20,14.480159759521484
2021-01-21,14.474842071533203
2021-01-22,14.4234037399292
2021-01-25,14.410987854003906
2021-01-26,14.544012069702148
2021-01-27,14.453557014465332
2021-01-28,14.519182205200195
2021-01-29,14.27796459197998
2021-02-01,14.414535522460938
2021-02-02,14.611411094665527
2021-02-03,14.620279312133789
2021-02-04,14.657526016235352
2021-02-05,14.593674659729004
2021-02-08,14.700094223022461
2021-02-09,14.705416679382324
2021-02-10,14.760396957397461
2021-02-11,14.700094223022461
2021-02-12,14.769266128540039
2021-02-15,14.857951164245605
2021-02-16,14.928895950317383
2021-02-17,14.733796119689941
2021-02-18,14.645111083984375
2021-02-19,14.744436264038086
2021-02-22,14.678810119628906
2021-02-23,14.410987854003906
2021-02-24,14.597222328186035
2021-02-25,14.620279312133789
2021-02-26,14.31698226928711
2021-03-01,14.520954132080078
2021-03-02,14.622055053710938
2021-03-03,14.547560691833496
2021-03-04,14.510313987731934
2021-03-05,14.363099098205566
2021-03-08,14.581259727478027
2021-03-09,14.717832565307617
2021-03-10,14.799420356750488
2021-03-11,14.865044593811035
2021-03-12,14.820703506469727
2021-03-15,14.834894180297852
2021-03-16,15.008712768554688
2021-03-17,14.920028686523438
2021-03-18,15.115133285522461
2021-03-19,15.02999496459961
2021-03-22,15.139962196350098
2021-03-23,15.27830696105957
2021-03-24,15.232194900512695
2021-03-25,15.184307098388672
2021-03-26,15.235738754272461
2021-03-29,15.324422836303711
2021-03-30,15.395370483398438
2021-03-31,15.418428421020508
2021-04-01,15.599340438842773
2021-04-06,15.645455360412598
2021-04-07,15.586925506591797
2021-04-08,15.657870292663574
2021-04-09,15.76606273651123
2021-04-12,15.696892738342285
2021-04-13,15.691569328308105
2021-04-14,15.705758094787598
2021-04-15,15.769613265991211
2021-04-16,15.890216827392578
2021-04-19,15.890216827392578
2021-04-20,15.696892738342285
2021-04-21,15.837010383605957
2021-04-22,15.828142166137695
2021-04-23,15.83523941040039
2021-04-26,15.821045875549316
2021-04-27,15.719949722290039
2021-04-28,15.758971214294434
2021-04-29,15.71462631225586
2021-04-30,15.741232872009277
2021-05-03,15.753647804260254
2021-05-04,15.592248916625977
2021-05-05,15.840557098388672
2021-05-06,15.829916000366211
2021-05-07,15.934563636779785
2021-05-10,15.805086135864258
2021-05-11,15.519527435302734
2021-05-12,15.530169486999512
2021-05-14,15.666740417480469
2021-05-17,15.760743141174316
2021-05-18,15.891996383666992
