,CHSPI.SW
2019-09-18,92.58460998535156
2019-09-19,92.98045349121094
2019-09-20,93.1710205078125
2019-09-23,92.32068634033203
2019-09-24,92.51129150390625
2019-09-25,91.6902847290039
2019-09-26,92.64326477050781
2019-09-27,92.81917572021484
2019-09-30,93.20036315917969
2019-10-01,92.0274429321289
2019-10-02,90.62003326416016
2019-10-03,90.53202056884766
2019-10-04,91.36772155761719
2019-10-07,91.93951416015625
2019-10-08,90.92788696289062
2019-10-09,91.36772155761719
2019-10-10,91.85153198242188
2019-10-11,92.71656036376953
2019-10-14,92.32068634033203
2019-10-15,92.95112609863281
2019-10-16,92.68722534179688
2019-10-17,92.3499984741211
2019-10-18,91.91018676757812
2019-10-21,92.08613586425781
2019-10-22,92.14476013183594
2019-10-23,92.23274993896484
2019-10-24,92.98045349121094
2019-10-25,93.5522232055664
2019-10-28,94.05066680908203
2019-10-29,94.25595092773438
2019-10-30,94.3292236328125
2019-10-31,93.75751495361328
2019-11-01,94.46121978759766
2019-11-04,95.06229400634766
2019-11-05,94.431884765625
2019-11-06,94.8277359008789
2019-11-07,95.07695007324219
2019-11-08,94.7397689819336
2019-11-11,94.88636779785156
2019-11-12,95.17958068847656
2019-11-13,95.17958068847656
2019-11-14,94.46121978759766
2019-11-15,94.8277359008789
2019-11-18,95.07695007324219
2019-11-19,95.16494750976562
2019-11-20,95.51679229736328
2019-11-21,95.1356201171875
2019-11-22,95.51679229736328
2019-11-25,96.13257598876953
2019-11-26,96.71900177001953
2019-11-27,96.68965911865234
2019-11-28,96.8656234741211
2019-11-29,96.5577392578125
2019-12-02,95.23822021484375
2019-12-03,94.13866424560547
2019-12-04,95.12093353271484
2019-12-05,95.34087371826172
2019-12-06,96.45510864257812
2019-12-09,96.17654418945312
2019-12-10,96.08859252929688
2019-12-11,95.8540267944336
2019-12-12,96.52839660644531
2019-12-13,96.13257598876953
2019-12-16,97.261474609375
2019-12-17,97.34939575195312
2019-12-18,97.20282745361328
2019-12-19,97.1295166015625
2019-12-20,97.81859588623047
2019-12-23,98.68358612060547
2019-12-27,98.71289825439453
2019-12-30,97.4666976928711
2020-01-03,98.50765228271484
2020-01-06,97.83323669433594
2020-01-07,98.2291030883789
2020-01-08,98.18509674072266
2020-01-09,98.28775024414062
2020-01-10,98.06781768798828
2020-01-13,98.06781768798828
2020-01-14,98.21443939208984
2020-01-15,98.27308654785156
2020-01-16,98.41963958740234
2020-01-17,99.8125
2020-01-20,100.14971923828125
2020-01-21,100.53089904785156
2020-01-22,100.80947875976562
2020-01-23,99.90048217773438
2020-01-24,100.31098937988281
2020-01-27,98.56629180908203
2020-01-28,99.57789611816406
2020-01-29,100.06175994873047
2020-01-30,99.3139877319336
2020-01-31,98.17044830322266
2020-02-03,98.33173370361328
2020-02-04,99.56324768066406
2020-02-05,101.14659881591797
2020-02-06,101.33723449707031
2020-02-07,101.24925994873047
2020-02-10,101.52783966064453
2020-02-11,101.90904235839844
2020-02-12,101.85037231445312
2020-02-13,101.85037231445312
2020-02-14,102.29019927978516
2020-02-17,102.53946685791016
2020-02-18,102.23158264160156
2020-02-19,103.3604507446289
2020-02-20,102.1875991821289
2020-02-21,102.02629852294922
2020-02-24,98.3464126586914
2020-02-25,96.42577362060547
2020-02-26,96.8656234741211
2020-02-27,93.93339538574219
2020-02-28,91.03052520751953
2020-03-02,91.38240051269531
2020-03-03,93.59361267089844
2020-03-04,95.22991943359375
2020-03-05,94.26665496826172
