,XDWL.SW
2017-08-23,42.89252471923828
2017-08-24,42.89252471923828
2017-08-25,42.89252471923828
2017-08-28,42.89252471923828
2017-08-29,42.89252471923828
2017-08-30,42.89252471923828
2017-08-31,42.89252471923828
2017-09-01,43.63115692138672
2017-09-04,43.39066696166992
2017-09-05,43.596797943115234
2017-09-06,43.596797943115234
2017-09-07,43.596797943115234
2017-09-08,43.596797943115234
2017-09-11,43.69986343383789
2017-09-12,43.94894790649414
2017-09-13,43.94894790649414
2017-09-14,43.94894790649414
2017-09-15,43.94894790649414
2017-09-18,44.378379821777344
2017-09-19,44.5072135925293
2017-09-20,44.5072135925293
2017-09-21,44.5072135925293
2017-09-22,44.76487350463867
2017-09-25,44.85935592651367
2017-09-26,44.85935592651367
2017-09-27,44.85935592651367
2017-09-28,44.92807388305664
2017-09-29,44.92807388305664
2017-10-02,45.1256103515625
2017-10-03,45.460567474365234
2017-10-04,45.460567474365234
2017-10-05,45.460567474365234
2017-10-06,45.743995666503906
2017-10-09,45.743995666503906
2017-10-10,45.78693389892578
2017-10-11,45.78693389892578
2017-10-12,45.7697639465332
2017-10-13,45.7697639465332
2017-10-16,45.93295669555664
2017-10-17,45.93295669555664
2017-10-18,46.3881721496582
2017-10-19,46.3881721496582
2017-10-20,46.44828414916992
2017-10-23,46.62864303588867
2017-10-24,46.62864303588867
2017-10-25,46.62864303588867
2017-10-26,47.006553649902344
2017-10-27,47.006553649902344
2017-10-30,47.22986602783203
2017-10-31,47.22986602783203
2017-11-01,47.22986602783203
2017-11-02,47.22986602783203
2017-11-03,47.57341384887695
2017-11-06,47.57341384887695
2017-11-07,47.57341384887695
2017-11-08,47.57341384887695
2017-11-09,47.57341384887695
2017-11-10,47.57341384887695
2017-11-13,46.99797058105469
2017-11-14,46.99797058105469
2017-11-15,46.99797058105469
2017-11-16,46.99797058105469
2017-11-17,46.809017181396484
2017-11-20,46.9893798828125
2017-11-21,46.9893798828125
2017-11-22,46.9893798828125
2017-11-23,46.9893798828125
2017-11-24,46.9893798828125
2017-11-27,47.04091262817383
2017-11-28,47.04091262817383
2017-11-29,47.04091262817383
2017-11-30,47.59918975830078
2017-12-01,47.59918975830078
2017-12-04,47.64213180541992
2017-12-05,47.64213180541992
2017-12-06,47.23844909667969
2017-12-07,47.23844909667969
2017-12-08,47.95991134643555
2017-12-11,47.934146881103516
2017-12-12,47.934146881103516
2017-12-13,48.09734344482422
2017-12-14,48.09734344482422
2017-12-15,47.80531692504883
2017-12-18,48.363590240478516
2017-12-19,48.363590240478516
2017-12-20,47.934146881103516
2017-12-21,48.406532287597656
2017-12-22,48.406532287597656
2017-12-27,48.35499572753906
2017-12-28,48.35499572753906
2017-12-29,48.0887565612793
2018-01-03,48.08015823364258
2018-01-04,48.08015823364258
2018-01-05,48.84455490112305
2018-01-08,49.05069351196289
2018-01-09,49.05069351196289
2018-01-10,49.1108283996582
2018-01-11,49.1108283996582
2018-01-12,49.1108283996582
2018-01-15,49.23106002807617
2018-01-16,49.23106002807617
2018-01-17,49.23106002807617
2018-01-18,49.342708587646484
2018-01-19,49.342708587646484
2018-01-22,49.48872375488281
2018-01-23,49.8322868347168
2018-01-24,49.8322868347168
2018-01-25,48.5697135925293
2018-01-26,48.5697135925293
2018-01-29,48.5697135925293
2018-01-30,48.5697135925293
2018-01-31,48.25193405151367
2018-02-01,47.88261413574219
2018-02-02,47.59059143066406
2018-02-05,46.92066955566406
2018-02-06,46.224971771240234
2018-02-07,46.70595169067383
2018-02-08,46.70595169067383
2018-02-09,44.81641387939453
2018-02-12,45.288795471191406
2018-02-13,45.19431686401367
2018-02-14,45.19431686401367
2018-02-15,45.19431686401367
2018-02-16,45.19431686401367
2018-02-19,46.1992073059082
2018-02-20,46.23356628417969
2018-02-21,46.23356628417969
2018-02-22,46.23356628417969
2018-02-23,46.23356628417969
2018-02-26,47.04091262817383
2018-02-27,47.16974639892578
2018-02-28,47.16974639892578
2018-03-01,47.16974639892578
2018-03-02,45.32315444946289
2018-03-05,45.52927780151367
2018-03-06,46.482643127441406
2018-03-07,46.43968963623047
2018-03-08,46.43968963623047
2018-03-09,46.43968963623047
2018-03-12,47.77955627441406
2018-03-13,47.81390380859375
2018-03-14,47.384464263916016
2018-03-15,47.23844909667969
2018-03-16,47.23844909667969
2018-03-19,46.98078918457031
2018-03-20,46.90349197387695
2018-03-21,46.90349197387695
2018-03-22,46.90349197387695
2018-03-23,46.90349197387695
2018-03-26,45.280208587646484
2018-03-27,45.99308395385742
2018-03-28,45.99308395385742
2018-03-29,46.12191390991211
2018-04-03,46.12191390991211
2018-04-04,45.503517150878906
2018-04-05,46.87771987915039
2018-04-06,46.87771987915039
2018-04-09,46.389739990234375
2018-04-10,46.55516815185547
2018-04-11,46.624820709228516
2018-04-12,46.624820709228516
2018-04-13,46.624820709228516
2018-04-16,47.1211051940918
2018-04-17,47.3823127746582
2018-04-18,47.3823127746582
2018-04-19,47.95695877075195
2018-04-20,47.9743766784668
2018-04-23,47.99178695678711
2018-04-24,47.99178695678711
2018-04-25,47.99178695678711
2018-04-26,47.99178695678711
2018-04-27,47.99178695678711
2018-04-30,48.818931579589844
2018-05-02,48.818931579589844
2018-05-03,48.818931579589844
2018-05-04,48.818931579589844
2018-05-07,49.41099166870117
2018-05-08,49.3326416015625
2018-05-09,49.393577575683594
2018-05-11,49.9769287109375
2018-05-14,50.0814208984375
2018-05-15,50.0814208984375
2018-05-16,50.0814208984375
2018-05-17,50.0814208984375
2018-05-18,50.0814208984375
2018-05-22,49.855037689208984
2018-05-23,49.132381439208984
2018-05-24,49.593833923339844
2018-05-25,49.593833923339844
2018-05-28,49.593833923339844
2018-05-29,48.83634948730469
2018-05-30,48.83634948730469
2018-05-31,48.83634948730469
2018-06-01,48.83634948730469
2018-06-04,49.21073532104492
2018-06-05,49.21073532104492
2018-06-06,49.167198181152344
2018-06-07,49.167198181152344
2018-06-08,49.167198181152344
2018-06-11,49.680904388427734
2018-06-12,49.680904388427734
2018-06-13,49.680904388427734
2018-06-14,49.576419830322266
2018-06-15,49.93339157104492
2018-06-18,49.585140228271484
2018-06-19,49.585140228271484
2018-06-20,49.585140228271484
2018-06-21,49.52417755126953
2018-06-22,49.52417755126953
2018-06-25,48.479366302490234
2018-06-26,48.479366302490234
2018-06-27,48.479366302490234
2018-06-28,48.479366302490234
2018-06-29,48.479366302490234
2018-07-02,48.479366302490234
2018-07-03,48.90599060058594
2018-07-04,48.90599060058594
2018-07-05,48.97565460205078
2018-07-06,48.97565460205078
2018-07-09,49.376155853271484
2018-07-10,49.968231201171875
2018-07-11,49.968231201171875
2018-07-12,49.968231201171875
2018-07-13,49.968231201171875
2018-07-16,50.1597785949707
2018-07-17,50.1597785949707
2018-07-18,50.342620849609375
2018-07-19,50.342620849609375
2018-07-20,50.13365173339844
2018-07-23,49.915992736816406
2018-07-24,49.915992736816406
2018-07-25,49.915992736816406
2018-07-26,49.915992736816406
2018-07-27,49.915992736816406
2018-07-30,49.915992736816406
2018-07-31,50.02047348022461
2018-08-02,50.090126037597656
2018-08-03,50.39485168457031
2018-08-06,50.5864143371582
2018-08-07,50.865020751953125
2018-08-08,50.865020751953125
2018-08-09,50.7518424987793
2018-08-10,50.7518424987793
2018-08-13,50.003055572509766
2018-08-14,50.003055572509766
2018-08-15,50.003055572509766
2018-08-16,50.003055572509766
2018-08-17,50.02047348022461
2018-08-20,50.25555419921875
2018-08-21,50.064002990722656
2018-08-22,49.9769287109375
2018-08-23,49.9769287109375
2018-08-24,49.9769287109375
2018-08-27,49.9769287109375
2018-08-28,50.41227340698242
2018-08-29,50.41227340698242
2018-08-30,50.41227340698242
2018-08-31,49.65478515625
2018-09-03,49.767974853515625
2018-09-04,49.767974853515625
2018-09-05,49.767974853515625
2018-09-06,49.767974853515625
2018-09-07,49.767974853515625
2018-09-10,49.21944046020508
2018-09-11,49.22815704345703
2018-09-12,49.38488006591797
2018-09-13,49.38488006591797
2018-09-14,49.445823669433594
2018-09-17,49.21073532104492
2018-09-18,49.3326416015625
2018-09-19,49.74185562133789
2018-09-20,49.811500549316406
2018-09-21,49.811500549316406
2018-09-24,49.715721130371094
2018-09-25,49.715721130371094
2018-09-26,49.715721130371094
2018-09-27,50.65606689453125
2018-09-28,50.49933624267578
2018-10-01,51.03046417236328
2018-10-02,50.87372970581055
2018-10-03,51.204593658447266
2018-10-04,50.8824462890625
2018-10-05,50.569000244140625
2018-10-08,50.307796478271484
2018-10-09,50.168487548828125
2018-10-10,49.489349365234375
2018-10-11,48.24428939819336
2018-10-12,48.453250885009766
2018-10-15,47.861183166503906
2018-10-16,47.861183166503906
2018-10-17,48.775390625
2018-10-18,48.871177673339844
2018-10-19,48.78409957885742
2018-10-22,48.78409957885742
2018-10-23,47.82637023925781
2018-10-24,48.02661895751953
2018-10-25,47.451969146728516
2018-10-26,47.451969146728516
2018-10-29,47.652217864990234
2018-10-30,47.234310150146484
2018-10-31,47.234310150146484
2018-11-01,48.20945739746094
2018-11-02,48.566436767578125
2018-11-05,48.30522918701172
2018-11-06,48.549015045166016
2018-11-07,49.114967346191406
2018-11-08,49.437110900878906
2018-11-09,49.15849685668945
2018-11-12,48.801513671875
2018-11-13,48.74058151245117
2018-11-14,48.261695861816406
2018-11-15,47.67833709716797
2018-11-16,48.061439514160156
2018-11-19,47.68706130981445
2018-11-20,46.99051284790039
2018-11-21,46.755428314208984
2018-11-22,46.755428314208984
2018-11-23,46.642242431640625
2018-11-26,46.642242431640625
2018-11-27,47.12982177734375
2018-11-28,47.2517204284668
2018-11-29,47.4954948425293
2018-11-30,48.000492095947266
2018-12-03,49.03660583496094
2018-12-04,48.60125732421875
2018-12-05,48.60125732421875
2018-12-06,47.66093826293945
2018-12-07,46.050174713134766
2018-12-10,45.919578552246094
2018-12-11,46.47679901123047
2018-12-12,46.47679901123047
2018-12-13,46.58129119873047
2018-12-14,46.58129119873047
2018-12-17,45.36233901977539
2018-12-18,45.27527618408203
2018-12-19,45.27527618408203
2018-12-20,44.308807373046875
2018-12-21,43.74287033081055
2018-12-27,43.15517044067383
2018-12-28,43.751583099365234
2019-01-03,43.5948600769043
2019-01-04,44.5787239074707
2019-01-07,44.378482818603516
2019-01-08,44.99665451049805
2019-01-09,45.214332580566406
2019-01-10,45.25786590576172
2019-01-11,45.25786590576172
2019-01-14,45.388465881347656
2019-01-15,45.90216064453125
2019-01-16,45.90216064453125
2019-01-17,46.33749771118164
2019-01-18,46.50293731689453
2019-01-21,47.32136154174805
2019-01-22,47.32136154174805
2019-01-23,46.99051284790039
2019-01-24,46.88603210449219
2019-01-25,47.29524230957031
2019-01-28,46.973106384277344
2019-01-29,46.973106384277344
2019-01-30,47.3823127746582
2019-01-31,47.79153060913086
2019-02-01,48.02661895751953
2019-02-04,48.14850997924805
2019-02-05,48.73187255859375
2019-02-06,48.73187255859375
2019-02-07,48.73187255859375
2019-02-08,47.98308181762695
2019-02-11,48.29652404785156
2019-02-12,48.75798797607422
2019-02-13,49.19332504272461
2019-02-14,49.00177764892578
2019-02-15,49.41099166870117
2019-02-18,49.41099166870117
2019-02-19,49.41099166870117
2019-02-20,49.53289794921875
2019-02-21,49.53289794921875
2019-02-22,49.48065185546875
2019-02-25,49.48065185546875
2019-02-26,49.75926971435547
2019-02-27,49.75926971435547
2019-02-28,49.42840576171875
2019-03-01,49.785377502441406
2019-03-04,49.785377502441406
2019-03-05,49.84633255004883
2019-03-06,49.84633255004883
2019-03-07,49.82021713256836
2019-03-08,49.628658294677734
2019-03-11,49.40229415893555
2019-03-12,49.40229415893555
2019-03-13,49.99433898925781
2019-03-14,50.21201705932617
2019-03-15,50.21201705932617
2019-03-18,50.47321319580078
2019-03-19,50.447105407714844
2019-03-20,50.342620849609375
2019-03-21,49.82891845703125
2019-03-22,49.82891845703125
2019-03-25,49.28038787841797
2019-03-26,49.28038787841797
2019-03-27,49.75056457519531
2019-03-28,49.84633255004883
2019-03-29,50.064002990722656
2019-04-01,50.455814361572266
2019-04-02,50.455814361572266
2019-04-03,50.769264221191406
2019-04-04,51.0217399597168
2019-04-05,51.0217399597168
2019-04-08,51.178470611572266
2019-04-09,51.282955169677734
2019-04-10,51.282955169677734
2019-04-11,52.5074462890625
2019-04-12,51.4126091003418
2019-04-15,51.67963790893555
2019-04-16,52.133602142333984
2019-04-17,52.17809295654297
2019-04-18,52.17809295654297
2019-04-23,52.9346923828125
2019-04-24,52.9346923828125
2019-04-25,52.78337478637695
2019-04-26,52.78337478637695
2019-04-29,53.014801025390625
2019-04-30,52.89019012451172
2019-05-02,52.82787322998047
2019-05-03,52.82787322998047
2019-05-06,52.008975982666016
2019-05-07,52.008975982666016
2019-05-08,52.017879486083984
2019-05-09,51.6262321472168
2019-05-10,51.6262321472168
2019-05-13,50.20206832885742
2019-05-14,50.424591064453125
2019-05-15,50.424591064453125
2019-05-16,51.17228317260742
2019-05-17,51.17228317260742
2019-05-20,50.94975662231445
2019-05-21,51.17228317260742
2019-05-22,51.17228317260742
2019-05-23,50.522499084472656
2019-05-24,50.522499084472656
2019-05-27,50.63821792602539
2019-05-28,50.63821792602539
2019-05-29,50.63821792602539
2019-05-31,49.26744842529297
2019-06-03,49.18733596801758
2019-06-04,48.92920684814453
2019-06-05,49.632389068603516
2019-06-06,49.632389068603516
2019-06-07,49.85491943359375
2019-06-11,51.136680603027344
2019-06-12,51.136680603027344
2019-06-13,50.94084167480469
2019-06-14,50.82513427734375
2019-06-17,50.82513427734375
2019-06-18,51.11886978149414
2019-06-19,51.67963790893555
2019-06-20,51.67963790893555
2019-06-21,51.67963790893555
2019-06-24,51.4215087890625
2019-06-25,50.92304229736328
2019-06-26,50.718318939208984
2019-06-27,50.718318939208984
2019-06-28,50.92304229736328
2019-07-01,51.89326477050781
2019-07-02,51.98228454589844
2019-07-03,52.22260665893555
2019-07-04,52.45402908325195
2019-07-05,52.2671012878418
2019-07-08,52.2671012878418
2019-07-09,52.160301208496094
2019-07-10,52.160301208496094
2019-07-11,52.33831787109375
2019-07-12,52.4095344543457
2019-07-15,52.4095344543457
2019-07-16,52.4095344543457
2019-07-17,52.632057189941406
2019-07-18,52.632057189941406
2019-07-19,51.94667434692383
2019-07-22,51.8487663269043
2019-07-23,52.21371078491211
2019-07-24,52.25820541381836
2019-07-25,52.70326232910156
2019-07-26,52.70326232910156
2019-07-29,52.85457992553711
2019-07-30,52.4095344543457
2019-07-31,52.4095344543457
2019-08-02,51.04766082763672
2019-08-05,49.30305480957031
2019-08-06,49.27635955810547
2019-08-07,48.85799026489258
2019-08-08,48.85799026489258
2019-08-09,50.28217315673828
2019-08-12,49.676902770996094
2019-08-13,49.676902770996094
2019-08-14,49.98843765258789
2019-08-15,49.044918060302734
2019-08-16,49.044918060302734
2019-08-19,49.77480697631836
2019-08-20,50.291080474853516
2019-08-21,50.291080474853516
2019-08-22,50.495792388916016
2019-08-23,50.46019744873047
2019-08-26,49.68579864501953
2019-08-27,50.121952056884766
2019-08-28,49.810420989990234
2019-08-29,49.810420989990234
2019-08-30,50.65602111816406
2019-09-02,51.074371337890625
2019-09-03,50.65602111816406
2019-09-04,50.798439025878906
2019-09-05,51.29689025878906
2019-09-06,51.85765838623047
2019-09-09,52.089080810546875
2019-09-10,51.77755355834961
2019-09-11,52.42733383178711
2019-09-12,52.70326232910156
2019-09-13,52.70326232910156
2019-09-16,52.51634216308594
2019-09-17,52.632057189941406
2019-09-18,52.810081481933594
2019-09-19,52.988101959228516
2019-09-20,52.88127899169922
2019-09-23,52.40062713623047
2019-09-24,52.22260665893555
2019-09-25,51.59062194824219
2019-09-26,52.2671012878418
2019-09-27,52.365020751953125
2019-09-30,52.4095344543457
2019-10-01,52.801170349121094
2019-10-02,51.86656188964844
2019-10-03,51.05656051635742
2019-10-04,51.17228317260742
2019-10-07,51.5372314453125
2019-10-08,51.697444915771484
2019-10-09,51.30580139160156
2019-10-10,51.90216827392578
2019-10-11,52.88127899169922
2019-10-14,52.51634216308594
2019-10-15,52.89019012451172
2019-10-16,52.916893005371094
2019-10-17,52.997005462646484
2019-10-18,52.356117248535156
2019-10-21,52.578651428222656
2019-10-22,52.578651428222656
2019-10-23,52.85457992553711
2019-10-24,53.13051223754883
2019-10-25,53.005889892578125
2019-10-28,53.44205856323242
2019-10-29,53.62897872924805
2019-10-30,53.539974212646484
2019-10-31,53.148311614990234
2019-11-01,53.62007522583008
2019-11-04,54.1363410949707
2019-11-05,54.260948181152344
2019-11-06,54.225341796875
2019-11-07,54.43006896972656
2019-11-08,54.54579544067383
2019-11-11,54.45677947998047
2019-11-12,54.608097076416016
2019-11-13,54.260948181152344
2019-11-14,54.260948181152344
2019-11-15,54.634796142578125
2019-11-18,54.54579544067383
2019-11-19,54.69710922241211
2019-11-20,54.69710922241211
2019-11-21,54.46567153930664
2019-11-22,54.7683219909668
2019-11-25,55.204471588134766
2019-11-26,55.3201904296875
2019-11-27,55.6317138671875
2019-11-28,55.613914489746094
2019-11-29,55.69402313232422
2019-12-02,55.3201904296875
2019-12-03,53.81589126586914
2019-12-04,53.99391555786133
2019-12-05,54.31435775756836
2019-12-06,55.18666076660156
2019-12-09,55.017539978027344
2019-12-10,54.44786834716797
2019-12-11,54.73270034790039
2019-12-12,55.30238342285156
2019-12-13,55.09765625
2019-12-16,55.765235900878906
2019-12-17,55.71182632446289
2019-12-18,55.48930358886719
2019-12-19,55.34688186645508
2019-12-20,55.8453483581543
2019-12-23,55.86314010620117
2019-12-27,55.898746490478516
2019-12-30,55.21335983276367
2020-01-03,55.58721160888672
2020-01-06,55.10654830932617
2020-01-07,55.667327880859375
2020-01-08,55.39139175415039
2020-01-09,56.27259826660156
2020-01-10,56.14798355102539
2020-01-13,56.050071716308594
2020-01-14,56.041168212890625
2020-01-15,55.93436050415039
2020-01-16,56.11237335205078
2020-01-17,56.11237335205078
2020-01-20,56.655338287353516
2020-01-21,56.36160659790039
2020-01-22,56.699851989746094
2020-01-23,56.4862174987793
2020-01-24,56.610836029052734
2020-01-27,55.72962188720703
2020-01-28,55.667327880859375
2020-01-29,56.21918869018555
2020-01-30,55.30238342285156
2020-01-31,55.79193878173828
2020-02-03,55.27566909790039
2020-02-04,55.56940841674805
2020-02-05,56.370513916015625
2020-02-06,57.07369613647461
2020-02-07,56.88676452636719
2020-02-10,56.86896896362305
2020-02-11,57.483131408691406
2020-02-12,57.46533203125
2020-02-13,57.385231018066406
2020-02-14,57.83028793334961
2020-02-17,58.034996032714844
2020-02-18,57.527652740478516
2020-02-19,57.901493072509766
2020-02-20,57.340721130371094
2020-02-21,57.12709426879883
2020-02-24,55.284584045410156
2020-02-25,55.151058197021484
2020-02-26,54.2342529296875
2020-02-27,52.22260665893555
2020-02-28,49.258541107177734
2020-03-02,49.84601593017578
2020-03-03,51.76865005493164
2020-03-04,51.16337203979492
2020-03-05,50.61151885986328
2020-03-06,48.15481185913086
2020-03-09,45.511192321777344
2020-03-10,45.21745681762695
2020-03-11,45.28867721557617
2020-03-12,41.447853088378906
2020-03-13,41.10071563720703
2020-03-16,40.428672790527344
2020-03-17,40.62005615234375
2020-03-18,39.4406623840332
2020-03-19,40.38417434692383
2020-03-20,41.35438537597656
